UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
19:35:59, 265, 0, 97380,  ,  , 12.97, 45.75,  ,  ,  , 
19:36:00, 264, 0, 97381,  ,  , 12.86, 46.45,  ,  ,  , 
19:36:01, 264, 0, 97382,  ,  , 12.84, 46.75,  ,  ,  , 
19:36:02, 264, 0, 97384,  ,  , 12.83, 46.95,  ,  ,  , 
19:36:03, 264, 0, 97384,  ,  , 12.83, 47.10,  ,  ,  , 
19:36:04, 264, 0, 97385,  ,  , 12.82, 47.30,  ,  ,  , 
19:36:05, 264, 0, 97386,  ,  , 12.83, 47.50,  ,  ,  , 
19:36:06, 264, 0, 97385,  ,  , 12.83, 48.00,  ,  ,  , 
19:36:07, 264, 0, 97384,  ,  , 12.83, 48.40,  ,  ,  , 
19:36:08, 264, 0, 97384,  ,  , 12.82, 48.60,  ,  ,  , 
19:36:09, 264, 0, 97384,  ,  , 12.81, 48.70,  ,  ,  , 
19:36:10, 264, 0, 97384,  ,  , 12.82, 48.80,  ,  ,  , 
19:36:11, 264, 0, 97384,  ,  , 12.83, 48.85,  ,  ,  , 
19:36:12, 264, 0, 97385,  ,  , 12.83, 49.05,  ,  ,  , 
19:36:13, 264, 0, 97387,  ,  , 12.85, 49.15,  ,  ,  , 
19:36:14, 264, 0, 97390,  ,  , 12.91, 49.25,  ,  ,  , 
19:36:15, 264, 0, 97387,  ,  , 12.97, 49.35,  ,  ,  , 
19:36:16, 264, 0, 97384,  ,  , 13.04, 49.50,  ,  ,  , 
19:36:17, 264, 0, 97382,  ,  , 13.14, 49.60,  ,  ,  , 
19:36:18, 264, 0, 97381,  ,  , 13.19, 49.75,  ,  ,  , 
19:36:19, 264, 0, 97380,  ,  , 13.19, 49.75,  ,  ,  , 
19:36:20, 265, 0, 97380,  ,  , 13.17, 49.65,  ,  ,  , 
19:36:21, 264, 0, 97382,  ,  , 13.15, 49.50,  ,  ,  , 
19:36:22, 264, 0, 97384,  ,  , 13.14, 49.30,  ,  ,  , 
19:36:23, 264, 0, 97386,  ,  , 13.14, 49.15, 17.8,  ,  , 
19:36:24, 264, 0, 97389,  ,  , 13.14, 49.00,  ,  ,  , 
19:36:25, 263, -1, 97392,  ,  , 13.13, 48.85,  ,  ,  , 
19:36:26, 263, -1, 97396,  ,  , 13.15, 48.75,  ,  ,  , 
19:36:27, 263, -1, 97393,  ,  , 13.16, 48.70,  ,  ,  , 
19:36:28, 263, -1, 97391,  ,  , 13.17, 48.65,  ,  ,  , 
19:36:29, 264, 0, 97390,  ,  , 13.19, 48.50,  ,  ,  , 
19:36:30, 264, 0, 97390,  ,  , 13.22, 48.40,  ,  ,  , 
19:36:31, 264, 0, 97391,  ,  , 13.26, 48.30,  ,  ,  , 
19:36:32, 263, -1, 97392,  ,  , 13.29, 48.20,  ,  ,  , 
19:36:33, 263, -1, 97392,  ,  , 13.29, 48.05,  ,  ,  , 
19:36:34, 263, -1, 97393,  ,  , 13.30, 48.00,  ,  ,  , 
19:36:35, 263, -1, 97394,  ,  , 13.30, 47.90,  ,  ,  , 
19:36:36, 263, -1, 97393,  ,  , 13.31, 47.75,  ,  ,  , 
19:36:37, 263, -1, 97392,  ,  , 13.31, 47.65,  ,  ,  , 
19:36:38, 263, -1, 97392,  ,  , 13.32, 47.60,  ,  ,  , 
19:36:39, 264, 0, 97390,  ,  , 13.33, 47.55,  ,  ,  , 
19:36:40, 264, 0, 97389,  ,  , 13.34, 47.55,  ,  ,  , 
19:36:41, 264, 0, 97388,  ,  , 13.36, 47.55,  ,  ,  , 
19:36:42, 264, 0, 97388,  ,  , 13.38, 47.60,  ,  ,  , 
19:36:43, 264, 0, 97389,  ,  , 13.40, 47.70,  ,  ,  , 
19:36:44, 264, 0, 97390,  ,  , 13.42, 47.75,  ,  ,  , 
19:36:45, 264, 0, 97390,  ,  , 13.45, 47.90,  ,  ,  , 
19:36:46, 264, 0, 97390,  ,  , 13.47, 47.90,  ,  ,  , 
19:36:47, 264, 0, 97390,  ,  , 13.47, 47.95,  ,  ,  , 
19:36:51, 264, 0, 97388, 0.25, 0.00, 13.57, 48.00, 18.2, 43.049492, -89.411163, 
19:36:54, 264, 0, 97388, 0.30, 0.00, 13.66, 47.90,  ,  ,  , 0
19:36:55, 264, 0, 97388, 0.15, 0.00, 13.68, 47.80,  , 43.049545, -89.411277, 0
19:36:56, 264, 0, 97388, 0.25, 290.60, 13.72, 47.80,  ,  ,  , 0
19:36:57, 264, 0, 97389, 0.75, 129.70, 13.76, 47.70,  ,  ,  , 0
19:36:58, 264, 0, 97390, 0.20, 129.70, 13.81, 47.70,  , 43.049475, -89.411132, 0
19:36:59, 264, 0, 97387,  ,  , 13.85, 47.65,  ,  ,  , 0
19:37:00, 264, 0, 97384,  ,  , 13.89, 47.65,  ,  ,  , 0
19:37:01, 264, 0, 97382,  ,  , 13.96, 47.60,  ,  ,  , 0
19:37:03, 264, 0, 97383, 0.05, 129.70, 14.04, 47.55,  ,  ,  , 0
19:37:04, 264, 0, 97384, 0.05, 129.70, 14.09, 47.50,  , 43.049687, -89.411465, 0
19:37:05, 264, 0, 97384, 0.05, 129.70, 14.12, 47.45,  ,  ,  , 0
19:37:06, 264, 0, 97385, 0.05, 129.70, 14.10, 47.35,  ,  ,  , 0
19:37:07, 264, 0, 97386, 0.05, 129.70, 14.06, 47.25,  , 43.049690, -89.411472, 0
19:37:08, 264, 0, 97386, 0.00, 129.70, 14.00, 47.15,  ,  ,  , 0
19:37:09, 264, 0, 97387, 0.00, 129.70, 13.88, 46.95,  ,  ,  , 0
19:37:10, 264, 0, 97388, 0.00, 129.70, 13.75, 46.75,  , 43.049697, -89.411478, 0
19:37:12, 264, 0, 97388, 0.05, 129.70, 13.57, 46.55,  ,  ,  , 0
19:37:13, 264, 0, 97388, 0.05, 129.70, 13.55, 46.60,  , 43.049698, -89.411480, 0
19:37:14, 264, 0, 97387, 0.05, 129.70, 13.53, 46.70,  ,  ,  , 0
19:37:15, 264, 0, 97386, 0.05, 129.70, 13.51, 46.75,  ,  ,  , 0
19:37:16, 264, 0, 97386, 0.05, 129.70, 13.51, 46.90,  , 43.049697, -89.411477, 0
19:37:17, 264, 0, 97386, 0.00, 129.70, 13.51, 47.05,  ,  ,  , 0
19:37:18, 264, 0, 97386, 0.00, 129.70, 13.51, 47.15,  ,  ,  , 0
19:37:19, 264, 0, 97386, 0.00, 129.70, 13.53, 47.20, 18.5, 43.049692, -89.411473, 0
19:37:21, 264, 0, 97387, 0.05, 129.70, 13.56, 47.30,  ,  ,  , 0
19:37:22, 264, 0, 97388, 0.05, 129.70, 13.58, 47.35,  , 43.049690, -89.411472, 0
19:37:24, 264, 0, 97383, 0.00, 129.70, 13.65, 47.45,  ,  ,  , 0
19:37:25, 264, 0, 97382, 0.00, 129.70, 13.70, 47.45,  , 43.049687, -89.411472, 0
19:37:27, 264, 0, 97384, 0.05, 129.70, 13.76, 47.45,  ,  ,  , 0
19:37:28, 264, 0, 97386, 0.05, 129.70, 13.82, 47.45,  , 43.049688, -89.411473, 0
19:37:30, 264, 0, 97386, 0.05, 129.70, 13.91, 47.45,  ,  ,  , 0
19:37:31, 264, 0, 97386, 0.05, 129.70, 13.98, 47.40,  , 43.049687, -89.411473, 0
19:37:33, 264, 0, 97384, 0.05, 129.70, 14.07, 47.30,  ,  ,  , 0
19:37:34, 264, 0, 97384, 0.05, 129.70, 14.13, 47.20,  , 43.049677, -89.411465, 0
19:37:36, 264, 0, 97384, 0.05, 129.70, 14.18, 46.95,  ,  ,  , 0
19:37:37, 264, 0, 97384, 0.05, 129.70, 14.18, 46.80,  , 43.049665, -89.411457, 0
19:37:39, 264, 0, 97385, 0.05, 129.70, 14.18, 46.55,  ,  ,  , 0
19:37:40, 264, 0, 97386, 0.05, 129.70, 14.19, 46.40,  , 43.049660, -89.411452, 0
