Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
958, 90873, 4.30, 173.30, 3.65, 87.75
959, 90864, 4.45, 172.40, 3.63, 87.75
961, 90841, 4.25, 182.20, 3.62, 87.80
962, 90830, 4.50, 170.40, 3.64, 87.85
965, 90793, 4.25, 182.40, 3.60, 88.10
966, 90786, 4.10, 180.60, 3.60, 88.10
966, 90779, 5.05, 173.00, 3.60, 88.10
967, 90772, 4.75, 173.70, 3.60, 88.15
967, 90766, 3.85, 173.50, 3.59, 88.20
971, 90726, 4.05, 167.60, 3.59, 88.30
972, 90716, 4.90, 173.60, 3.59, 88.35
973, 90706, 4.90, 179.70, 3.59, 88.40
976, 90665, 4.15, 178.30, 3.59, 88.50
977, 90655, 4.15, 178.30, 3.59, 88.50
978, 90646, 5.30, 177.00, 3.59, 88.55
979, 90638, 4.20, 166.70, 3.60, 88.70
979, 90634, 4.65, 175.00, 3.60, 88.75
980, 90627, 5.05, 182.10, 3.60, 88.75
981, 90620, 4.80, 169.60, 3.59, 88.75
981, 90614, 4.55, 164.60, 3.59, 88.70
985, 90576, 5.05, 172.40, 3.59, 88.80
985, 90567, 4.00, 179.10, 3.62, 88.80
986, 90558, 4.05, 174.40, 3.65, 88.80
989, 90521, 4.20, 172.20, 3.65, 88.75
990, 90512, 4.95, 177.30, 3.64, 88.65
991, 90504, 4.25, 176.80, 3.62, 88.65
992, 90489, 4.30, 172.60, 3.60, 88.60
993, 90482, 4.30, 182.50, 3.60, 88.55
994, 90471, 3.85, 175.20, 3.59, 88.50
995, 90460, 4.55, 170.20, 3.60, 88.50
996, 90450, 4.35, 176.60, 3.60, 88.50
997, 90441, 3.75, 176.00, 3.66, 88.50
997, 90433, 4.25, 170.20, 3.67, 88.50
998, 90426, 4.65, 174.10, 3.66, 88.50
999, 90419, 3.95, 174.20, 3.65, 88.45
999, 90413, 3.70, 168.90, 3.63, 88.45
1000, 90408, 4.55, 175.30, 3.65, 88.40
1002, 90383, 3.70, 171.00, 3.70, 88.40
1003, 90372, 4.05, 165.60, 3.76, 88.40
1004, 90365, 4.50, 178.20, 3.77, 88.35
1004, 90358, 3.95, 182.40, 3.78, 88.30
1005, 90352, 4.30, 170.90, 3.78, 88.25
1006, 90341, 4.65, 166.90, 3.77, 88.20
1007, 90331, 3.85, 175.80, 3.75, 88.10
1007, 90322, 3.70, 176.50, 3.72, 88.05
1008, 90314, 4.50, 178.60, 3.71, 88.00
1009, 90307, 4.75, 178.70, 3.68, 87.95
1009, 90300, 4.15, 169.90, 3.68, 87.90
1010, 90295, 4.15, 166.50, 3.68, 87.90
1010, 90290, 4.35, 179.10, 3.70, 87.85
1011, 90286, 4.00, 179.50, 3.71, 87.80
1012, 90276, 4.20, 166.70, 3.74, 87.75
1012, 90267, 4.50, 170.90, 3.76, 87.80
1013, 90258, 3.90, 179.90, 3.75, 87.80
1014, 90249, 3.90, 175.60, 3.74, 87.75
1015, 90241, 4.90, 168.20, 3.71, 87.75
1015, 90234, 4.40, 173.10, 3.67, 87.70
1016, 90222, 3.45, 175.10, 3.62, 87.65
1017, 90211, 3.95, 170.10, 3.62, 87.65
1018, 90200, 4.90, 175.00, 3.61, 87.60
1019, 90195, 4.15, 174.90, 3.64, 87.60
1019, 90190, 3.45, 168.00, 3.66, 87.60
1020, 90186, 3.95, 174.80, 3.63, 87.60
1021, 90177, 4.75, 181.60, 3.60, 87.60
1021, 90167, 4.30, 170.40, 3.60, 87.60
1022, 90158, 4.15, 165.00, 3.59, 87.55
1025, 90132, 3.95, 181.50, 3.59, 87.55
1026, 90120, 4.40, 167.20, 3.59, 87.55
1026, 90112, 4.45, 164.80, 3.59, 87.65
1027, 90105, 3.50, 174.20, 3.59, 87.65
1028, 90098, 3.50, 175.20, 3.59, 87.65
1028, 90089, 4.60, 169.00, 3.59, 87.65
1029, 90081, 4.45, 171.30, 3.59, 87.70
1030, 90074, 3.30, 173.10, 3.59, 87.70
1031, 90064, 3.45, 169.40, 3.59, 87.70
1032, 90055, 4.55, 175.40, 3.59, 87.70
1032, 90046, 4.35, 175.50, 3.59, 87.70
1033, 90036, 3.30, 164.30, 3.59, 87.70
1034, 90027, 3.90, 166.20, 3.59, 87.70
1035, 90018, 4.50, 177.20, 3.59, 87.70
1036, 90007, 4.05, 173.40, 3.59, 87.75
1037, 89997, 3.75, 158.50, 3.59, 87.80
1038, 89988, 4.00, 167.00, 3.59, 87.80
1039, 89967, 3.75, 169.90, 3.57, 87.90
1040, 89958, 4.40, 165.50, 3.59, 87.95
1041, 89951, 3.90, 172.30, 3.59, 87.95
1041, 89945, 3.45, 169.30, 3.59, 88.00
1042, 89940, 4.05, 167.20, 3.59, 88.00
1043, 89923, 3.60, 169.30, 3.59, 88.00
1044, 89916, 3.60, 161.10, 3.59, 88.00
1045, 89902, 3.95, 172.20, 3.59, 88.00
1047, 89888, 3.75, 178.30, 3.59, 88.00
1048, 89874, 3.50, 165.80, 3.59, 88.00
1048, 89869, 4.10, 165.20, 3.59, 88.00
1049, 89865, 3.75, 174.30, 3.59, 88.00
1049, 89862, 3.35, 172.20, 3.59, 87.95
1050, 89847, 4.00, 167.00, 3.59, 87.95
1052, 89833, 4.30, 170.00, 3.59, 87.95
1053, 89820, 3.45, 169.10, 3.59, 87.95
1054, 89807, 3.50, 161.00, 3.59, 87.95
1055, 89795, 4.20, 170.50, 3.59, 87.95
1056, 89784, 3.90, 174.90, 3.59, 87.95
1057, 89776, 3.40, 163.30, 3.59, 87.95
1057, 89769, 3.95, 166.80, 3.59, 87.95
1058, 89762, 3.90, 175.80, 3.59, 87.95
1059, 89753, 3.50, 167.00, 3.59, 87.95
1060, 89744, 4.05, 162.80, 3.59, 87.95
1060, 89736, 4.00, 171.70, 3.59, 87.95
1063, 89711, 3.50, 162.70, 3.57, 87.95
1064, 89700, 4.15, 171.00, 3.57, 87.95
1069, 89644, 3.60, 175.20, 3.50, 88.00
1070, 89636, 4.40, 171.90, 3.52, 88.00
1071, 89622, 3.25, 168.80, 3.45, 88.00
1071, 89616, 3.55, 165.40, 3.43, 87.95
1074, 89589, 3.70, 174.80, 3.45, 88.00
1075, 89576, 3.35, 163.10, 3.47, 88.00
1078, 89544, 3.40, 170.50, 3.47, 88.00
1079, 89530, 4.15, 173.80, 3.42, 87.95
1080, 89524, 3.35, 177.20, 3.40, 87.90
1081, 89514, 3.35, 177.20, 3.41, 87.90
1081, 89505, 4.30, 170.90, 3.41, 87.90
1082, 89496, 3.75, 177.60, 3.40, 87.85
1083, 89489, 3.55, 169.20, 3.38, 87.80
1084, 89482, 4.05, 169.30, 3.37, 87.75
1084, 89476, 3.90, 175.90, 3.37, 87.75
1085, 89461, 3.55, 167.80, 3.36, 87.70
1087, 89447, 3.90, 168.40, 3.36, 87.65
1088, 89434, 3.80, 176.80, 3.36, 87.65
1089, 89424, 3.45, 175.90, 3.35, 87.65
1090, 89415, 4.00, 169.10, 3.36, 87.60
1091, 89406, 4.10, 172.90, 3.36, 87.60
1091, 89395, 3.50, 177.70, 3.35, 87.55
1092, 89385, 3.50, 171.20, 3.35, 87.55
1093, 89376, 4.00, 174.40, 3.35, 87.55
1094, 89368, 3.90, 179.50, 3.35, 87.50
1095, 89361, 3.60, 169.60, 3.33, 87.50
1095, 89354, 3.85, 167.40, 3.33, 87.50
1096, 89343, 3.50, 177.90, 3.34, 87.45
1097, 89333, 3.25, 177.90, 3.32, 87.45
1098, 89324, 3.80, 170.30, 3.32, 87.45
1099, 89312, 4.15, 178.10, 3.32, 87.40
1100, 89301, 3.25, 183.70, 3.38, 87.40
1101, 89290, 3.30, 174.00, 3.38, 87.35
1102, 89280, 3.65, 181.00, 3.38, 87.25
1102, 89276, 2.95, 173.80, 3.37, 87.20
1103, 89263, 3.50, 171.40, 3.36, 87.20
1105, 89251, 3.80, 181.70, 3.37, 87.15
1106, 89240, 3.30, 179.20, 3.36, 87.15
1107, 89230, 3.45, 170.00, 3.36, 87.10
1107, 89221, 3.80, 174.30, 3.38, 87.10
1108, 89212, 3.20, 183.40, 3.38, 87.05
1109, 89203, 3.30, 173.40, 3.38, 87.05
1110, 89195, 4.15, 171.80, 3.40, 87.00
1110, 89188, 3.70, 177.70, 3.41, 86.95
1111, 89178, 2.95, 173.10, 3.46, 86.95
1112, 89169, 3.25, 169.10, 3.57, 86.90
1113, 89160, 3.85, 179.10, 3.53, 86.85
1114, 89149, 3.35, 175.50, 3.53, 86.75
1115, 89139, 3.15, 158.80, 3.52, 86.70
1116, 89130, 3.20, 168.00, 3.50, 86.60
1117, 89113, 3.05, 177.70, 3.48, 86.45
1118, 89106, 3.70, 164.80, 3.51, 86.35
1119, 89095, 3.50, 173.70, 3.50, 86.25
1120, 89085, 2.65, 178.50, 3.49, 86.15
1121, 89076, 3.30, 168.70, 3.50, 86.10
1121, 89069, 3.85, 172.20, 3.50, 86.00
1122, 89062, 2.95, 176.50, 3.49, 85.90
1122, 89056, 2.60, 170.30, 3.47, 85.85
1123, 89045, 3.55, 172.70, 3.47, 85.75
1124, 89035, 3.70, 178.90, 3.49, 85.65
1125, 89026, 2.90, 169.70, 3.51, 85.60
1127, 89004, 3.50, 179.40, 3.51, 85.50
1128, 88994, 3.35, 182.70, 3.55, 85.40
1129, 88988, 3.55, 166.20, 3.55, 85.30
1129, 88983, 3.75, 166.00, 3.50, 85.20
1130, 88978, 3.20, 174.30, 3.49, 85.15
1131, 88967, 2.90, 173.40, 3.49, 85.10
1132, 88956, 3.65, 173.30, 3.51, 85.05
1133, 88946, 3.75, 177.30, 3.55, 84.95
1133, 88940, 3.05, 170.30, 3.59, 84.85
1134, 88935, 3.20, 161.70, 3.59, 84.80
1134, 88930, 3.85, 175.80, 3.59, 84.70
1136, 88911, 3.20, 169.20, 3.59, 84.55
1137, 88902, 3.85, 165.40, 3.59, 84.45
1138, 88891, 3.75, 178.70, 3.59, 84.40
1139, 88879, 3.15, 177.60, 3.59, 84.30
1140, 88868, 3.55, 168.50, 3.59, 84.20
1140, 88863, 3.70, 175.40, 3.59, 84.15
1141, 88858, 3.20, 176.30, 3.59, 84.15
1141, 88854, 3.65, 171.00, 3.59, 84.05
1142, 88847, 4.05, 173.00, 3.59, 83.95
1142, 88840, 3.30, 178.80, 3.59, 83.85
1143, 88834, 3.05, 171.90, 3.59, 83.80
1144, 88821, 3.80, 174.80, 3.59, 83.65
1145, 88809, 3.90, 181.30, 3.59, 83.65
1146, 88798, 3.40, 175.10, 3.60, 83.55
1147, 88791, 3.45, 165.70, 3.64, 83.45
1147, 88785, 3.45, 177.80, 3.64, 83.35
1148, 88780, 3.20, 184.90, 3.64, 83.30
1149, 88771, 3.55, 173.90, 3.64, 83.20
1149, 88762, 4.10, 175.70, 3.64, 83.15
1150, 88754, 3.65, 182.60, 3.65, 83.10
1151, 88743, 3.65, 182.60, 3.66, 83.05
1152, 88731, 3.95, 171.30, 3.68, 82.95
1153, 88720, 3.95, 180.90, 3.68, 82.90
1154, 88713, 3.25, 180.50, 3.70, 82.85
1154, 88706, 3.60, 175.60, 3.71, 82.80
1155, 88700, 4.30, 183.00, 3.74, 82.70
1156, 88691, 3.95, 184.30, 3.72, 82.65
1157, 88683, 3.60, 170.90, 3.71, 82.60
1157, 88676, 4.00, 171.10, 3.67, 82.55
1158, 88666, 3.75, 180.40, 3.66, 82.45
1159, 88657, 3.20, 181.70, 3.65, 82.35
1160, 88648, 3.60, 175.00, 3.64, 82.30
1161, 88641, 4.20, 183.00, 3.67, 82.25
1161, 88634, 3.70, 184.20, 3.70, 82.15
1162, 88628, 3.35, 169.40, 3.68, 82.10
1164, 88601, 3.10, 183.30, 3.72, 81.95
1165, 88588, 3.00, 182.70, 3.76, 81.95
1166, 88579, 3.70, 173.40, 3.76, 81.90
1167, 88571, 3.70, 173.80, 3.77, 81.85
1168, 88564, 2.65, 173.50, 3.79, 81.85
1169, 88552, 3.90, 175.80, 3.82, 81.85
1169, 88546, 3.40, 177.10, 3.84, 81.85
1170, 88535, 2.45, 165.40, 3.87, 81.90
1171, 88525, 2.90, 166.10, 3.90, 81.90
1172, 88516, 3.45, 178.80, 3.91, 81.90
1174, 88494, 3.05, 158.20, 3.98, 81.95
1175, 88484, 3.25, 162.10, 4.01, 81.95
1176, 88476, 2.75, 174.70, 4.04, 81.95
1176, 88469, 2.40, 171.50, 4.04, 81.95
1177, 88462, 3.40, 159.10, 4.09, 81.95
1178, 88453, 3.20, 166.10, 4.10, 81.95
1179, 88444, 2.20, 172.20, 4.10, 81.90
1179, 88436, 2.65, 159.40, 4.13, 81.90
1180, 88431, 3.45, 163.50, 4.14, 81.90
1180, 88426, 2.60, 166.00, 4.14, 81.85
1181, 88422, 2.25, 152.90, 4.14, 81.80
1182, 88411, 2.80, 159.80, 4.14, 81.80
1183, 88401, 2.80, 171.00, 4.15, 81.80
1184, 88392, 2.20, 159.30, 4.15, 81.80
1185, 88374, 2.90, 163.90, 4.18, 81.75
1186, 88366, 2.00, 163.30, 4.21, 81.70
1187, 88353, 2.70, 156.60, 4.26, 81.70
1188, 88348, 2.25, 162.50, 4.27, 81.70
1190, 88323, 2.90, 141.80, 4.30, 81.65
1191, 88312, 2.90, 151.80, 4.33, 81.65
1193, 88295, 2.40, 129.60, 4.39, 81.60
1193, 88288, 2.80, 147.50, 4.42, 81.65
1194, 88277, 2.75, 133.20, 4.44, 81.60
1195, 88272, 2.95, 134.20, 4.46, 81.60
1197, 88246, 2.25, 131.70, 4.55, 81.60
1198, 88234, 2.65, 130.40, 4.61, 81.60
1200, 88219, 2.55, 139.90, 4.68, 81.60
1200, 88212, 2.90, 123.00, 4.74, 81.55
1201, 88201, 2.45, 138.30, 4.81, 81.50
1202, 88196, 2.45, 128.20, 4.81, 81.50
1203, 88183, 2.95, 130.70, 4.82, 81.40
1204, 88171, 2.70, 138.50, 4.83, 81.40
1205, 88160, 2.25, 131.40, 4.86, 81.35
1206, 88151, 3.00, 133.20, 4.88, 81.30
1207, 88142, 3.35, 140.00, 4.89, 81.25
1208, 88134, 2.60, 131.10, 4.92, 81.20
1208, 88129, 2.45, 119.00, 4.96, 81.20
1208, 88124, 2.70, 136.70, 4.97, 81.20
1209, 88120, 2.55, 148.30, 4.98, 81.15
1210, 88107, 2.55, 131.10, 4.98, 81.10
1211, 88095, 3.35, 128.80, 4.98, 81.05
1212, 88084, 2.80, 135.70, 4.98, 81.05
1213, 88072, 2.20, 135.60, 4.98, 80.95
1214, 88061, 2.90, 129.30, 4.98, 80.90
1215, 88050, 3.10, 138.70, 4.97, 80.85
1216, 88039, 2.60, 132.30, 4.95, 80.80
1217, 88029, 2.95, 121.00, 4.94, 80.75
1218, 88020, 3.15, 132.40, 4.92, 80.70
1219, 88010, 2.70, 146.70, 4.97, 80.65
1220, 88001, 2.80, 131.70, 4.96, 80.70
1221, 87992, 3.50, 126.20, 4.98, 80.70
1224, 87956, 2.70, 133.60, 4.98, 80.70
1225, 87945, 3.35, 136.80, 4.98, 80.70
1226, 87935, 3.00, 132.60, 4.97, 80.70
1227, 87926, 2.80, 118.80, 4.98, 80.65
1227, 87919, 2.90, 125.00, 4.97, 80.65
1228, 87913, 2.60, 136.90, 4.98, 80.65
1229, 87908, 2.50, 133.20, 4.96, 80.65
1230, 87895, 3.15, 128.70, 4.96, 80.60
1231, 87882, 3.20, 135.10, 4.96, 80.60
1232, 87870, 2.40, 132.90, 4.97, 80.65
1233, 87858, 2.80, 123.30, 4.95, 80.65
1234, 87847, 3.40, 137.90, 4.97, 80.70
1235, 87836, 3.10, 139.90, 4.95, 80.70
1236, 87827, 2.60, 121.10, 4.93, 80.65
1237, 87818, 3.10, 126.20, 4.89, 80.65
1238, 87810, 3.10, 142.40, 4.88, 80.65
1239, 87791, 3.05, 121.50, 4.86, 80.70
1240, 87782, 3.15, 131.80, 4.85, 80.75
1241, 87769, 2.55, 142.70, 4.83, 80.75
1243, 87755, 2.85, 131.70, 4.83, 80.80
1244, 87742, 3.60, 131.90, 4.82, 80.80
1245, 87729, 2.95, 134.60, 4.81, 80.85
1246, 87716, 2.25, 126.30, 4.79, 80.85
1248, 87704, 3.00, 130.10, 4.79, 80.85
1248, 87697, 3.65, 138.60, 4.78, 80.85
1249, 87691, 2.90, 132.10, 4.76, 80.85
1249, 87686, 2.75, 119.30, 4.72, 80.90
1250, 87672, 2.95, 132.90, 4.69, 80.90
1252, 87659, 3.00, 143.00, 4.69, 80.95
1253, 87646, 2.85, 126.80, 4.70, 80.95
1254, 87635, 3.25, 118.80, 4.69, 81.00
1255, 87624, 3.25, 138.80, 4.69, 81.05
1256, 87614, 2.80, 144.40, 4.69, 81.10
1257, 87605, 3.15, 122.90, 4.69, 81.15
1257, 87597, 3.50, 121.00, 4.69, 81.20
1258, 87590, 2.90, 139.40, 4.68, 81.25
1259, 87579, 2.05, 109.80, 4.63, 81.35
1260, 87574, 7.45, 95.90, 4.52, 81.35
