UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
18:25:22,  ,  , 98368,  ,  , 6.30, 51.55,  ,  ,  , 
18:25:23,  ,  , 98368,  ,  , 6.28, 51.85,  ,  ,  , 
18:25:24,  ,  , 98369,  ,  , 6.27, 51.85,  ,  ,  , 
18:25:25,  ,  , 98370,  ,  , 6.26, 51.90,  ,  ,  , 
18:25:26,  ,  , 98370,  ,  , 6.23, 51.90,  ,  ,  , 
18:25:27,  ,  , 98370,  ,  , 6.18, 51.95,  ,  ,  , 
18:25:28,  ,  , 98370,  ,  , 6.16, 51.95,  ,  ,  , 
18:25:29,  ,  , 98368,  ,  , 6.13, 52.00,  ,  ,  , 
18:25:30,  ,  , 98367,  ,  , 6.11, 52.05,  ,  ,  , 
18:25:31,  ,  , 98366,  ,  , 6.08, 52.05,  ,  ,  , 
18:25:32,  ,  , 98366,  ,  , 6.07, 52.15,  ,  ,  , 
18:25:33,  ,  , 98367,  ,  , 6.07, 52.20,  ,  ,  , 
18:25:34,  ,  , 98368,  ,  , 6.08, 52.25,  ,  ,  , 
18:25:35,  ,  , 98367,  ,  , 6.07, 52.35,  ,  ,  , 
18:25:36,  ,  , 98366,  ,  , 6.07, 52.40,  ,  ,  , 
18:25:37,  ,  , 98366,  ,  , 6.07, 52.50,  ,  ,  , 
