# Radiation correction v2.2. Params: lat=43.0878, lon=-89.4238, utc_time=2026-03-03 19:49, mag_dec=-3.19
UTC time  Local time  Pressure (mb)  Pressure (Pa)  Temperature (C)  Relative humidity (%)  Wind speed (m/s)  Wind speed (kt)  Wind direction (true deg)  Wind heading (true deg)  Wind heading (magnetic deg)  Dew point (C)  Mixing ratio (g/kg)  Density (kg/m3)  Altitude (m MSL)  Altitude (ft MSL)  Height (m AGL)  Height (ft AGL)  GPS altitude (m MSL)  Internal temperature (C)  Latitude    Longitude    Uncorrected temperature (C)  Uncorrected humidity (%)  Time from launch (sec)  Index  Unfiltered wind speed (m/s)  Unfiltered wind direction (true deg)  Unfiltered wind heading (true deg)  Unfiltered wind heading (magnetic deg)  Reception quality (%)  Rise speed (m/s)  Light level (lux)
                      987.82         98782                                                                                                                                                                                                                           278               913                15              50                                                                                                                                                                                                                                                                                                                                                                       
                      985.99         98598                                                                                                                                                                                                                           293               963                30              100                                                                                                                                                                                                                                                                                                                                                                      
20:01:48  20:01:48    908.10         90810          3.18             91.1                   4.45              8.66             356.9                      176.9                    173.7                        1.86           4.82                 1.142            964               3163               701             2300                                                             43.065097   -89.436678                                                                                                                                                                                                                                                                                  
20:02:29  20:02:29    904.71         90471          3.18             91.3                   4.26              8.27             354.1                      174.1                    170.9                        1.89           4.85                 1.137            994               3263               731             2400                                                             43.063472   -89.436462                                                                                                                                                                                                                                                                                  
20:03:09  20:03:09    901.33         90133          3.16             90.9                   4.08              7.92             351.7                      171.7                    168.6                        1.81           4.84                 1.133            1024              3363               761             2500                                                             43.061987   -89.436247                                                                                                                                                                                                                                                                                  
20:03:45  20:03:45    897.97         89796          3.07             90.9                   3.87              7.53             349.7                      169.7                    166.5                        1.74           4.83                 1.129            1055              3463               792             2600                                                             43.060743   -89.435957                                                                                                                                                                                                                                                                                  
20:04:20  20:04:20    894.62         89462          2.93             90.6                   3.63              7.05             352.9                      172.9                    169.8                        1.55           4.79                 1.126            1085              3563               822             2700                                                             43.059572   -89.435686                                                                                                                                                                                                                                                                                  
20:04:55  20:04:55    891.28         89128          2.98             89.2                   3.53              6.87             353.7                      173.7                    170.5                        1.37           4.74                 1.121            1116              3663               853             2800                                                             43.058446   -89.435522                                                                                                                                                                                                                                                                                  
20:05:34  20:05:34    887.96         88796          3.15             86.6                   3.35              6.52             354.9                      174.9                    171.7                        1.13           4.68                 1.116            1146              3763               883             2900                                                             43.057258   -89.435349                                                                                                                                                                                                                                                                                  
20:06:12  20:06:12    884.65         88465          3.56             84.9                   3.12              6.06             343.3                      163.3                    160.1                        1.26           4.74                 1.111            1177              3863               914             3000                                                             43.056089   -89.435224                                                                                                                                                                                                                                                                                  
20:06:51  20:06:51    881.36         88135          4.23             84.1                   2.89              5.61             318.2                      138.2                    135.0                        1.78           4.94                 1.104            1207              3963               944             3100                                                             43.055326   -89.434547                                                                                                                                                                                                                                                                                  
20:07:25  20:07:25    878.07         87807          4.36             83.7                   2.95              5.73             310.9                      130.9                    127.7                        1.85           4.98                 1.099            1238              4063               975             3200                                                             43.054751   -89.433679                                                                                                                                                                                                                                                                                  
