# Radiation correction v2.2. Params: lat=43.0873, lon=-89.4242, utc_time=2026-03-03 19:30, mag_dec=-3.19
UTC time  Local time  Pressure (mb)  Pressure (Pa)  Temperature (C)  Relative humidity (%)  Wind speed (m/s)  Wind speed (kt)  Wind direction (true deg)  Wind heading (true deg)  Wind heading (magnetic deg)  Dew point (C)  Mixing ratio (g/kg)  Density (kg/m3)  Altitude (m MSL)  Altitude (ft MSL)  Height (m AGL)  Height (ft AGL)  GPS altitude (m MSL)  Internal temperature (C)  Latitude    Longitude    Uncorrected temperature (C)  Uncorrected humidity (%)  Time from launch (sec)  Index  Unfiltered wind speed (m/s)  Unfiltered wind direction (true deg)  Unfiltered wind heading (true deg)  Unfiltered wind heading (magnetic deg)  Reception quality (%)  Rise speed (m/s)  Light level (lux)
                      987.88         98787                                                                                                                                                                                                                           277               910                15              50                                                                                                                                                                                                                                                                                                                                                                       
                      986.04         98604                                                                                                                                                                                                                           292               960                30              100                                                                                                                                                                                                                                                                                                                                                                      
19:33:27  19:33:27    982.38         98237          3.85             65.4                   0.00              0.00                                                                                              -2.05          3.35                 1.233            322               1060               60              200                                                              43.086988   -89.423953                                                                                                                                                                                                                                                                                  
