# Radiation correction v2.2., mag_dec=-3.19
UTC time  Local time  Pressure (mb)  Pressure (Pa)  Temperature (C)  Relative humidity (%)  Wind speed (m/s)  Wind speed (kt)  Wind direction (true deg)  Wind heading (true deg)  Wind heading (magnetic deg)  Dew point (C)  Mixing ratio (g/kg)  Density (kg/m3)  Altitude (m MSL)  Altitude (ft MSL)  Height (m AGL)  Height (ft AGL)  GPS altitude (m MSL)  Internal temperature (C)  Latitude    Longitude    Uncorrected temperature (C)  Uncorrected humidity (%)  Time from launch (sec)  Index  Unfiltered wind speed (m/s)  Unfiltered wind direction (true deg)  Unfiltered wind heading (true deg)  Unfiltered wind heading (magnetic deg)  Reception quality (%)  Rise speed (m/s)  Light level (lux)
                      987.83         98782                                                                                                                                                                                                                           292               959                15              50                                                                                                                                                                                                                                                                                                                                                                       
                      986.00         98600                                                                                                                                                                                                                           307               1009               30              100                                                                                                                                                                                                                                                                                                                                                                      
