UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
18:28:51, 265, 2, 98346, 0.05, 239.50, 5.98, 55.70,  ,  ,  , 
18:28:57, 265, 2, 98344, 0.05, 239.50, 6.30, 55.65,  ,  ,  , 
18:28:58, 265, 2, 98344, 0.05, 239.50, 6.35, 55.55, 15.0,  ,  , 
18:28:59, 265, 2, 98344, 0.00, 239.50, 6.48, 55.20,  ,  ,  , 
18:29:00, 265, 2, 98344, 0.00, 239.50, 6.53, 55.05,  ,  ,  , 
18:29:02, 264, 1, 98347, 0.00, 239.50, 6.57, 54.65,  ,  ,  , 
18:29:03, 264, 1, 98350, 0.00, 239.50, 6.59, 54.45,  ,  ,  , 
18:29:06, 265, 2, 98344, 0.00, 239.50, 6.63, 53.85,  ,  ,  , 
18:29:08, 264, 1, 98346, 0.05, 239.50, 6.67, 53.50,  ,  ,  , 
18:29:09, 264, 1, 98348, 0.05, 239.50, 6.70, 53.30,  ,  ,  , 
18:29:11, 264, 1, 98348, 0.00, 239.50, 6.74, 53.05,  ,  ,  , 0
18:29:12, 264, 1, 98348, 0.00, 239.50, 6.77, 52.95,  ,  ,  , 0
18:29:13, 265, 2, 98345, 0.00, 239.50, 6.74, 52.85,  ,  ,  , 0
18:29:14, 265, 2, 98343, 0.00, 239.50, 6.68, 52.70,  ,  ,  , 0
18:29:15, 265, 2, 98342, 0.00, 239.50, 6.66, 52.60,  ,  ,  , 0.1
18:29:16, 265, 2, 98342, 0.00, 239.50, 6.62, 52.45,  ,  ,  , 0
18:29:17, 265, 2, 98343, 0.00, 239.50, 6.58, 52.35,  ,  ,  , 0
18:29:18, 265, 2, 98344, 0.15, 239.50, 6.53, 52.30,  ,  ,  , 0
18:29:19, 265, 2, 98345, 0.35, 131.60, 6.50, 52.25,  ,  ,  , 0
18:29:20, 264, 1, 98346, 0.20, 122.40, 6.46, 52.25,  ,  ,  , 0
18:29:21, 264, 1, 98348, 0.05, 122.30, 6.41, 52.20,  ,  ,  , 0
18:29:22, 264, 1, 98347, 0.05, 122.30, 6.40, 52.20,  ,  ,  , 0
18:29:23, 264, 1, 98346, 0.05, 122.30, 6.35, 52.20,  ,  ,  , 0
18:29:24, 265, 2, 98346, 0.05, 122.30, 6.27, 52.20, 15.2,  ,  , 0
18:29:25, 264, 1, 98347, 0.05, 122.30, 6.19, 52.15,  ,  ,  , 0
18:29:26, 264, 1, 98348, 0.05, 122.30, 6.15, 52.15,  ,  ,  , 0
18:29:27, 264, 1, 98350, 0.05, 122.30, 6.13, 52.15,  ,  ,  , 0
18:29:28, 264, 1, 98348,  ,  , 6.12, 52.20,  ,  ,  , 0
18:29:29, 264, 1, 98347,  ,  , 6.13, 52.30,  ,  ,  , 0
18:29:30, 265, 2, 98346,  ,  , 6.14, 52.40,  ,  ,  , 0
18:29:31, 264, 1, 98346, 0.45, 341.30, 6.17, 52.55,  ,  ,  , 0
18:29:32, 264, 1, 98347, 0.40, 357.10, 6.19, 52.60,  ,  ,  , 0
18:29:33, 264, 1, 98348, 0.05, 0.30, 6.23, 52.70,  , 43.083783, -89.433492, 0
18:29:36, 264, 1, 98348, 0.05, 1.30, 6.35, 52.90,  , 43.083785, -89.433490, 0
18:29:37, 264, 1, 98347, 0.05, 1.30, 6.40, 52.95,  ,  ,  , 0
18:29:38, 264, 1, 98346, 0.05, 1.30, 6.45, 52.95,  ,  ,  , 0
18:29:39, 265, 2, 98346, 0.05, 1.30, 6.49, 52.90,  , 43.083782, -89.433492, 0
18:29:40, 264, 1, 98346, 0.00, 1.30, 6.53, 52.85,  ,  ,  , 0
18:29:41, 264, 1, 98347, 0.00, 1.30, 6.58, 52.85,  ,  ,  , 0
18:29:42, 264, 1, 98348, 0.00, 1.30, 6.59, 52.80,  , 43.083780, -89.433493, 0
18:29:43, 264, 1, 98349, 0.05, 1.30, 6.60, 52.80,  ,  ,  , 0
18:29:44, 264, 1, 98350, 0.05, 1.30, 6.62, 52.70,  ,  ,  , 0
18:29:45, 264, 1, 98352, 0.85, 1.30, 6.62, 52.65,  , 43.083777, -89.433492, 0
18:29:46, 264, 1, 98351, 0.20, 1.30, 6.64, 52.55,  ,  ,  , 0
18:29:47, 264, 1, 98350, 0.60, 357.60, 6.65, 52.45,  ,  ,  , 0
18:29:48, 264, 1, 98350, 0.45, 319.10, 6.66, 52.40,  , 43.083778, -89.433492, 0
18:29:50, 264, 1, 98347, 0.10, 319.10, 6.68, 52.25,  ,  ,  , 0
18:29:51, 265, 2, 98346, 0.05, 319.10, 6.72, 52.20, 15.2, 43.083778, -89.433495, 0
18:29:53, 264, 1, 98348, 0.05, 319.10, 6.79, 52.15,  ,  ,  , 0
18:29:54, 264, 1, 98350, 0.05, 319.10, 6.85, 52.15,  , 43.083778, -89.433493, 0
18:29:55, 264, 1, 98348, 0.05, 319.10, 6.89, 52.20,  ,  ,  , 0
18:29:56, 264, 1, 98347, 0.10, 319.10, 6.89, 52.15,  ,  ,  , 0
18:29:57, 265, 2, 98346, 0.10, 319.10, 6.90, 52.10,  , 43.083777, -89.433497, 0
18:29:58, 265, 2, 98345, 0.10, 319.10, 6.96, 52.10,  ,  ,  , 0
18:29:59, 265, 2, 98344, 0.05, 319.10, 7.01, 52.15,  ,  ,  , 0
18:30:00, 265, 2, 98344, 0.05, 319.10, 7.06, 52.15,  , 43.083780, -89.433498, 0
18:30:01, 265, 2, 98344, 0.10, 319.10, 7.09, 52.15,  ,  ,  , 0
18:30:02, 265, 2, 98345, 0.10, 319.10, 7.14, 52.05,  ,  ,  , 0
18:30:03, 265, 2, 98346, 0.10, 319.10, 7.16, 52.00,  , 43.083778, -89.433503, 0
18:30:05, 265, 2, 98343, 0.10, 319.10, 7.22, 51.75,  ,  ,  , 0
18:30:06, 265, 2, 98342, 0.10, 319.10, 7.25, 51.65,  , 43.083782, -89.433493, 0
18:30:07, 265, 2, 98344, 0.10, 319.10, 7.29, 51.60,  ,  ,  , 0
18:30:08, 265, 2, 98346, 0.10, 319.10, 7.31, 51.55,  ,  ,  , 0
