Hr,Min,SW_down_Wm-2,SW_up_Wm-2,LW_down_Wm-2,LW_up_Wm-2,PAR_umolm-2s-1,Pressure_kPa,AirT_degreesC,RH_%,AccumlatedPrecip_mm
3.00000,51.0000,-0.0574187,0.858145,-6.58612,-0.150799,0.114000,95.5400,17.8500,96.9000,0.00000
3.00000,52.0000,-0.182542,0.846899,-5.99899,-0.273661,0.129000,95.5400,17.8500,96.9000,0.00000
3.00000,53.0000,-0.146799,0.842727,-3.19428,-0.198102,0.205000,95.5400,17.8400,96.9000,0.00000
3.00000,54.0000,-0.150964,0.838469,-8.60880,-0.193816,0.239000,95.5400,17.8400,96.9000,0.00000
3.00000,55.0000,-0.280636,0.860066,-10.0246,-0.309220,0.205000,95.5400,17.8500,96.9000,0.00000
3.00000,56.0000,-0.240090,0.870968,-3.47938,-0.162943,0.143000,95.5400,17.8400,96.9000,0.00000
3.00000,57.0000,-0.136002,0.838421,-2.55664,-0.206435,0.0560000,95.5500,17.8400,96.8000,0.00000
3.00000,58.0000,-0.0512977,0.862173,-2.53683,0.0715093,0.0960000,95.5500,17.8500,96.8000,0.00000
3.00000,59.0000,0.0699137,1.02716,-2.33109,0.000237748,0.159000,95.5400,17.8800,96.7000,0.00000
4.00000,0.00000,0.0276680,0.985899,-3.40300,-0.226197,0.0970000,95.5500,17.8900,96.6000,0.00000
4.00000,1.00000,-0.0634968,0.864495,-4.31754,-0.258423,0.182000,95.5500,17.8800,96.7000,0.00000
4.00000,2.00000,-0.138213,0.877519,-8.11784,-0.241992,0.187000,95.5500,17.8700,96.7000,0.00000
4.00000,3.00000,-0.191209,0.862389,-4.27622,-0.285481,0.186000,95.5500,17.8700,96.8000,0.00000
4.00000,4.00000,-0.100173,0.849141,-2.70155,-0.166590,0.173000,95.5400,17.8600,96.8000,0.00000
4.00000,5.00000,-0.0742055,0.766607,-3.07160,-0.285561,0.194000,95.5500,17.8500,96.8000,0.00000
4.00000,6.00000,-0.0772660,0.679559,-4.55670,-0.273736,0.260000,95.5400,17.8300,96.9000,0.00000
4.00000,7.00000,-0.205743,0.799662,-7.90881,-0.287306,0.327000,95.5400,17.8300,97.0000,0.00000
4.00000,8.00000,-0.221892,0.728810,-4.07156,-0.197542,0.546000,95.5500,17.8300,97.0000,0.00000
4.00000,9.00000,0.0161075,0.873768,-2.08364,-0.168653,0.535000,95.5400,17.8600,96.9000,0.00000
4.00000,10.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
4.00000,11.0000,-0.0785818,0.736630,-6.52637,-0.151748,0.380000,95.5500,17.8400,97.0000,0.00000
4.00000,12.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
4.00000,13.0000,-0.0307698,0.849913,-2.49680,-0.157779,0.399000,95.5400,17.8600,97.0000,0.00000
4.00000,14.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
4.00000,15.0000,-0.0161078,0.800663,-3.42030,-0.238893,0.309000,95.5400,17.8700,97.0000,0.00000
4.00000,16.0000,-0.129710,0.761956,-6.20871,-0.309766,0.540000,95.5400,17.8600,97.0000,0.00000
4.00000,17.0000,-0.213733,0.783418,-6.08917,-0.197146,0.304000,95.5400,17.8600,97.1000,0.00000
4.00000,18.0000,-0.181181,0.801586,-3.67065,-0.0327791,0.573000,95.5400,17.8800,97.0000,0.00000
4.00000,19.0000,0.0651105,1.10739,-3.53832,-0.0394451,0.366000,95.5400,17.9200,96.9000,0.00000
4.00000,20.0000,0.0539332,0.917562,-2.65790,-0.0984152,0.479000,95.5400,17.9400,96.7000,0.00000
4.00000,21.0000,-0.00858516,0.976125,-4.37868,-0.183418,0.516000,95.5500,17.9400,96.7000,0.00000
4.00000,22.0000,-0.0920561,0.921779,-11.3249,-0.197863,0.361000,95.5500,17.9500,96.6000,0.00000
4.00000,23.0000,-0.245781,1.05557,-16.8211,-0.341279,0.410000,95.5500,17.9700,96.4000,0.00000
4.00000,24.0000,-0.386073,1.13197,-14.1589,-0.469057,0.361000,95.5500,17.9800,96.3000,0.00000
4.00000,25.0000,-0.434906,1.08992,-12.2621,-0.383896,0.523000,95.5500,17.9900,96.3000,0.00000
4.00000,26.0000,-0.275999,1.18141,-7.77258,-0.115082,0.334000,95.5500,18.0100,96.1000,0.00000
4.00000,27.0000,-0.155637,1.20170,-4.18962,-0.243736,0.432000,95.5500,18.0400,96.0000,0.00000
4.00000,28.0000,-0.133833,0.999005,-5.84662,-0.486755,0.403000,95.5400,18.0300,96.0000,0.00000
4.00000,29.0000,-0.160995,0.879390,-5.33845,-0.429302,0.396000,95.5400,17.9900,96.1000,0.00000
4.00000,30.0000,-0.336354,1.08113,-14.5148,-0.396840,0.341000,95.5500,17.9800,96.1000,0.00000
4.00000,31.0000,-0.483148,1.22099,-25.2574,-0.712639,0.430000,95.5400,18.0000,96.0000,0.00000
4.00000,32.0000,-0.782645,1.26298,-24.8952,-0.619536,0.239000,95.5400,18.0200,95.9000,0.00000
4.00000,33.0000,-1.01376,1.42427,-35.7455,-0.996366,0.580000,95.5400,18.0500,95.7000,0.00000
4.00000,34.0000,-1.26121,1.41391,-32.3711,-1.08639,0.488000,95.5400,18.0500,95.6000,0.00000
4.00000,35.0000,-1.25720,1.35468,-24.9160,-0.910442,0.669000,95.5500,18.0400,95.7000,0.00000
4.00000,36.0000,-1.03563,1.41179,-26.2465,-1.09917,0.305000,95.5500,18.0300,95.7000,0.00000
4.00000,37.0000,-1.30778,1.14314,-34.2280,-1.32511,0.548000,95.5500,18.0100,95.7000,0.00000
4.00000,38.0000,-1.32605,1.18618,-26.0676,-0.989381,0.329000,95.5500,17.9800,95.8000,0.00000
4.00000,39.0000,-1.16735,1.05677,-24.4770,-1.10605,0.494000,95.5500,17.9600,96.0000,0.00000
4.00000,40.0000,-1.42661,1.08988,-41.2571,-1.34146,0.363000,95.5500,17.9300,96.1000,0.00000
4.00000,41.0000,-1.72856,1.13664,-40.0729,-1.33862,0.397000,95.5500,17.9100,96.2000,0.00000
4.00000,42.0000,-1.95028,1.06822,-43.0238,-1.62577,0.426000,95.5400,17.8800,96.3000,0.00000
4.00000,43.0000,-2.11208,1.06605,-41.0823,-1.47671,0.373000,95.5400,17.8600,96.3000,0.00000
4.00000,44.0000,-1.94917,1.33624,-40.4921,-1.22718,0.413000,95.5500,17.8700,96.3000,0.00000
4.00000,45.0000,-1.86216,1.36255,-38.3217,-1.36368,0.493000,95.5500,17.8700,96.2000,0.00000
4.00000,46.0000,-1.86307,1.28480,-43.1105,-1.30615,0.287000,95.5400,17.8600,96.3000,0.00000
4.00000,47.0000,-2.12494,1.40035,-48.8988,-1.69012,0.574000,95.5400,17.8600,96.2000,0.00000
4.00000,48.0000,-2.24948,1.32486,-42.3094,-1.49536,0.247000,95.5400,17.8300,96.2000,0.00000
4.00000,49.0000,-2.19373,1.33179,-43.8806,-1.65598,0.538000,95.5500,17.8200,96.3000,0.00000
4.00000,50.0000,-2.28093,1.33552,-35.9700,-1.36128,0.379000,95.5400,17.7800,96.4000,0.00000
4.00000,51.0000,-1.65019,1.36475,-22.9866,-1.04628,0.381000,95.5400,17.8100,96.4000,0.00000
4.00000,52.0000,-1.29025,1.49063,-25.0891,-0.913657,0.529000,95.5300,17.8100,96.3000,0.00000
4.00000,53.0000,-1.10994,1.43630,-26.3640,-0.812845,0.399000,95.5400,17.8100,96.2000,0.00000
4.00000,54.0000,-1.21071,1.59212,-38.8102,-1.04296,0.508000,95.5400,17.8200,96.2000,0.00000
4.00000,55.0000,-1.60533,1.58161,-49.9717,-1.41749,0.382000,95.5400,17.8300,96.1000,0.00000
4.00000,56.0000,-2.16885,1.39657,-50.1875,-1.67727,0.485000,95.5400,17.8000,96.0000,0.00000
4.00000,57.0000,-2.14402,1.29865,-32.9057,-1.22693,0.290000,95.5300,17.7800,96.2000,0.00000
4.00000,58.0000,-1.73555,1.37736,-37.7336,-0.862798,0.393000,95.5300,17.7800,96.2000,0.00000
4.00000,59.0000,-1.68752,1.56002,-48.2461,-1.04217,0.418000,95.5300,17.8200,96.2000,0.00000
5.00000,0.00000,-1.88600,1.62631,-42.9672,-1.36979,0.319000,95.5300,17.8100,96.0000,0.00000
5.00000,1.00000,-1.86739,1.55195,-38.4406,-1.04423,0.491000,95.5400,17.8200,96.1000,0.00000
5.00000,2.00000,-1.65030,1.64813,-36.3127,-1.28488,0.443000,95.5300,17.8400,96.0000,0.00000
5.00000,3.00000,-1.64354,1.47245,-42.1867,-1.27812,0.468000,95.5300,17.8100,96.0000,0.00000
5.00000,4.00000,-2.02952,1.53539,-51.5851,-1.77742,0.435000,95.5300,17.7900,96.0000,0.00000
5.00000,5.00000,-2.35364,1.26299,-45.9650,-1.80465,0.353000,95.5300,17.7500,96.2000,0.00000
5.00000,6.00000,-2.32679,1.36953,-40.9993,-1.47372,0.571000,95.5300,17.7400,96.3000,0.00000
5.00000,7.00000,-1.88590,1.42315,-30.2048,-1.25364,0.350000,95.5300,17.7500,96.2000,0.00000
5.00000,8.00000,-1.80554,1.31023,-41.8071,-1.45641,0.392000,95.5300,17.7200,96.2000,0.00000
5.00000,9.00000,-2.02414,1.37937,-49.2708,-1.27488,0.350000,95.5300,17.7300,96.4000,0.00000
5.00000,10.0000,-2.01807,1.61781,-50.0865,-1.37949,0.524000,95.5300,17.7600,96.3000,0.00000
5.00000,11.0000,-2.22046,1.59865,-50.3878,-1.60775,0.376000,95.5200,17.7400,96.2000,0.00000
5.00000,12.0000,-2.37177,1.54267,-43.2770,-1.67117,0.452000,95.5300,17.7100,96.2000,0.00000
5.00000,13.0000,-2.28919,1.42751,-46.7885,-1.43569,0.364000,95.5200,17.7000,96.3000,0.00000
5.00000,14.0000,-2.12628,1.56946,-48.4358,-1.40211,0.274000,95.5300,17.7100,96.4000,0.00000
5.00000,15.0000,-2.24405,1.61964,-51.3817,-1.42846,0.450000,95.5200,17.7300,96.3000,0.00000
5.00000,16.0000,-2.19644,1.73058,-51.6846,-1.62203,0.429000,95.5200,17.7400,96.1000,0.00000
5.00000,17.0000,-2.61142,1.47994,-52.0712,-1.75466,0.586000,95.5200,17.7000,96.1000,0.00000
5.00000,18.0000,-2.55510,1.60065,-54.8158,-1.79798,0.449000,95.5200,17.6700,96.2000,0.00000
5.00000,19.0000,-2.54252,1.46912,-49.3912,-1.58671,0.378000,95.5200,17.6600,96.4000,0.00000
5.00000,20.0000,-2.27192,1.69895,-51.9507,-1.83045,0.446000,95.5100,17.6600,96.3000,0.00000
5.00000,21.0000,-2.53170,1.48846,-57.1516,-1.75348,0.344000,95.5100,17.6300,96.3000,0.00000
5.00000,22.0000,-2.47713,1.65527,-54.3627,-1.80086,0.450000,95.5100,17.6400,96.5000,0.00000
5.00000,23.0000,-2.55775,1.55509,-54.5900,-1.62029,0.363000,95.5200,17.6100,96.5000,0.00000
5.00000,24.0000,-2.39038,1.57455,-47.2787,-1.62204,0.484000,95.5100,17.6100,96.5000,0.00000
5.00000,25.0000,-2.35617,1.47686,-55.6112,-1.59188,0.345000,95.5100,17.6000,96.6000,0.00000
5.00000,26.0000,-2.44073,1.60212,-59.4170,-1.55576,0.341000,95.5100,17.6000,96.6000,0.00000
5.00000,27.0000,-2.63272,1.52700,-58.6420,-2.05249,0.402000,95.5100,17.5800,96.5000,0.00000
5.00000,28.0000,-2.70448,1.45206,-55.6837,-2.00073,0.253000,95.5100,17.5400,96.6000,0.00000
5.00000,29.0000,-2.91334,1.22679,-51.6416,-1.84542,0.588000,95.5100,17.4700,96.7000,0.00000
5.00000,30.0000,-2.63232,1.35491,-58.2033,-1.92783,0.262000,95.5100,17.4600,96.9000,0.00000
5.00000,31.0000,-2.82187,1.40843,-59.6652,-2.06061,0.468000,95.5000,17.4400,97.0000,0.00000
5.00000,32.0000,-2.80150,1.46783,-59.5658,-1.65498,0.339000,95.5100,17.4400,97.1000,0.00000
5.00000,33.0000,-2.50679,1.50811,-59.4992,-1.73382,0.530000,95.5100,17.4500,97.2000,0.00000
5.00000,34.0000,-2.69209,1.65298,-59.3102,-1.91811,0.384000,95.5100,17.4500,97.1000,0.00000
5.00000,35.0000,-2.56953,1.41617,-58.0147,-1.72951,0.529000,95.5100,17.4500,97.2000,0.00000
5.00000,36.0000,-2.56041,1.65916,-57.8043,-1.90886,0.299000,95.5100,17.4300,97.1000,0.00000
5.00000,37.0000,-2.57217,1.53646,-57.2653,-1.53291,0.496000,95.5100,17.4200,97.1000,0.00000
5.00000,38.0000,-2.55416,1.47908,-56.1280,-1.56181,0.393000,95.5100,17.4400,97.2000,0.00000
5.00000,39.0000,-2.38591,1.65949,-55.9398,-1.72317,0.344000,95.5100,17.4500,97.2000,0.00000
5.00000,40.0000,-2.64824,1.47914,-55.7186,-1.54873,0.387000,95.5000,17.4500,97.2000,0.00000
5.00000,41.0000,-2.29166,1.69761,-55.1043,-1.46699,0.382000,95.5000,17.4700,97.2000,0.00000
5.00000,42.0000,-2.38958,1.60577,-52.9259,-1.59207,0.371000,95.5100,17.4600,97.1000,0.00000
5.00000,43.0000,-2.45295,1.64396,-56.0788,-1.63874,0.476000,95.5000,17.4300,97.1000,0.00000
5.00000,44.0000,-2.58330,1.49695,-58.4757,-1.79296,0.287000,95.5000,17.4000,97.1000,0.00000
5.00000,45.0000,-2.67389,1.55600,-59.0959,-2.08060,0.576000,95.5000,17.3900,97.3000,0.00000
5.00000,46.0000,-2.74010,1.39053,-59.3090,-1.98853,0.337000,95.5000,17.3600,97.2000,0.00000
5.00000,47.0000,-2.72172,1.34923,-59.1046,-1.94807,0.457000,95.5000,17.3400,97.3000,0.00000
5.00000,48.0000,-2.69395,1.40782,-58.9972,-1.92266,0.343000,95.5000,17.3200,97.4000,0.00000
5.00000,49.0000,-2.60891,1.30709,-57.2273,-1.84813,0.465000,95.5000,17.3000,97.5000,0.00000
5.00000,50.0000,-2.48050,1.34383,-59.2904,-1.60121,0.331000,95.5000,17.3300,97.6000,0.00000
5.00000,51.0000,-2.48461,1.60147,-59.9153,-1.69564,0.354000,95.5000,17.3200,97.5000,0.00000
5.00000,52.0000,-2.45724,1.56464,-58.4648,-1.51453,0.430000,95.4900,17.3300,97.5000,0.00000
5.00000,53.0000,-2.44298,1.61082,-58.6940,-1.87750,0.309000,95.4900,17.2900,97.4000,0.00000
5.00000,54.0000,-2.79446,1.33566,-58.0736,-1.68716,0.568000,95.4900,17.2700,97.5000,0.00000
5.00000,55.0000,-2.37319,1.53762,-56.5355,-1.72090,0.263000,95.4900,17.2800,97.6000,0.00000
5.00000,56.0000,-2.38660,1.45284,-53.0007,-1.71512,0.552000,95.4900,17.2500,97.5000,0.00000
5.00000,57.0000,-2.48064,1.42911,-55.9846,-1.27818,0.261000,95.4900,17.2600,97.7000,0.00000
5.00000,58.0000,-2.21356,1.52772,-54.8996,-1.39556,0.492000,95.4900,17.3000,97.7000,0.00000
5.00000,59.0000,-2.32664,1.63136,-57.6129,-1.64787,0.395000,95.4900,17.2800,97.6000,0.00000
6.00000,0.00000,-2.48519,1.43330,-54.1745,-1.62238,0.574000,95.4900,17.2500,97.6000,0.00000
6.00000,1.00000,-2.12953,1.40061,-46.9010,-1.40501,0.300000,95.4900,17.2800,97.7000,0.00000
6.00000,2.00000,-2.18471,1.56248,-58.1053,-1.56407,0.456000,95.4900,17.2800,97.7000,0.00000
6.00000,3.00000,-2.42084,1.48689,-58.8785,-1.69725,0.463000,95.4900,17.2800,97.6000,0.00000
6.00000,4.00000,-2.45616,1.52095,-58.4318,-1.54939,0.482000,95.4900,17.2900,97.7000,0.00000
6.00000,5.00000,-2.31202,1.51156,-46.5302,-1.35421,0.422000,95.4800,17.2800,97.6000,0.00000
6.00000,6.00000,-2.10291,1.46116,-52.5534,-1.32452,0.311000,95.4900,17.2700,97.6000,0.00000
6.00000,7.00000,-2.14906,1.55082,-58.7675,-1.34976,0.565000,95.4900,17.3000,97.8000,0.00000
6.00000,8.00000,-2.21073,1.73953,-56.8495,-1.40119,0.318000,95.4800,17.3200,97.7000,0.00000
6.00000,9.00000,-2.40872,1.47628,-57.9774,-1.73748,0.437000,95.4800,17.3000,97.6000,0.00000
6.00000,10.0000,-2.47572,1.55306,-60.2031,-1.09254,0.352000,95.4800,17.3200,97.7000,0.00000
6.00000,11.0000,-2.29174,1.70641,-61.9596,-1.29216,0.558000,95.4700,17.3600,97.7000,0.00000
6.00000,12.0000,-2.46455,1.68547,-61.0966,-1.55193,0.285000,95.4700,17.3400,97.5000,0.00000
6.00000,13.0000,-2.56443,1.72491,-60.9819,-1.90632,0.512000,95.4700,17.3200,97.5000,0.00000
6.00000,14.0000,-2.84569,1.38999,-54.9219,-1.97864,0.318000,95.4600,17.2800,97.4000,0.00000
6.00000,15.0000,-2.59447,1.32240,-59.5396,-1.79395,0.394000,95.4700,17.2500,97.5000,0.00000
6.00000,16.0000,-2.92396,1.31149,-59.3999,-1.92958,0.436000,95.4700,17.2300,97.7000,0.00000
6.00000,17.0000,-2.89544,1.28994,-60.9945,-2.02300,0.409000,95.4700,17.2100,97.7000,0.00000
6.00000,18.0000,-2.74845,1.35322,-63.2500,-1.81020,0.516000,95.4600,17.2000,97.9000,0.00000
6.00000,19.0000,-2.65902,1.57203,-62.6176,-1.89273,0.394000,95.4600,17.2000,97.9000,0.00000
6.00000,20.0000,-2.79742,1.42373,-62.9617,-2.16221,0.437000,95.4600,17.1800,98.0000,0.00000
6.00000,21.0000,-2.94754,1.42960,-63.8120,-2.00505,0.342000,95.4600,17.1400,97.9000,0.00000
6.00000,22.0000,-2.91388,1.39528,-62.9009,-2.07879,0.480000,95.4600,17.1200,98.0000,0.00000
6.00000,23.0000,-2.80954,1.39554,-64.3522,-2.38485,0.189000,95.4600,17.1300,98.1000,0.00000
6.00000,24.0000,-2.84851,1.43620,-64.4092,-2.10458,0.501000,95.4500,17.1100,98.1000,0.00000
6.00000,25.0000,-2.70516,1.33162,-64.7299,-1.77661,0.406000,95.4600,17.1200,98.2000,0.00000
6.00000,26.0000,-2.32337,1.50971,-64.7044,-1.44157,0.424000,95.4600,17.1500,98.2000,0.00000
6.00000,27.0000,-2.44825,1.61583,-64.7295,-1.85746,0.332000,95.4600,17.1500,98.2000,0.00000
6.00000,28.0000,-2.63414,1.63909,-64.7603,-2.17321,0.375000,95.4500,17.1200,98.0000,0.00000
6.00000,29.0000,-3.01229,1.39926,-64.4653,-2.30593,0.391000,95.4500,17.0800,98.0000,0.00000
6.00000,30.0000,-2.90590,1.46774,-64.0650,-2.06396,0.400000,95.4500,17.0900,98.1000,0.00000
6.00000,31.0000,-2.73584,1.49724,-63.6584,-2.28897,0.333000,95.4500,17.0900,98.1000,0.00000
6.00000,32.0000,-2.93219,1.46335,-63.8696,-2.16585,0.572000,95.4500,17.0500,98.0000,0.00000
6.00000,33.0000,-2.66385,1.35589,-63.7335,-1.75370,0.326000,95.4400,17.0600,98.1000,0.00000
6.00000,34.0000,-2.50475,1.61403,-63.8130,-1.94048,0.435000,95.4500,17.0500,98.1000,0.00000
6.00000,35.0000,-2.69909,1.52596,-63.7356,-1.84324,0.460000,95.4400,17.0300,98.1000,0.00000
6.00000,36.0000,-2.63251,1.56635,-63.5926,-1.82012,0.392000,95.4500,17.0300,98.1000,0.00000
6.00000,37.0000,-2.56673,1.65776,-63.3108,-2.10380,0.444000,95.4500,17.0300,98.1000,0.00000
6.00000,38.0000,-2.74366,1.66609,-63.3026,-2.28230,0.359000,95.4500,17.0200,98.1000,0.00000
6.00000,39.0000,-2.72943,1.49172,-63.0931,-2.14595,0.410000,95.4400,17.0100,98.1000,0.00000
6.00000,40.0000,-2.75696,1.54485,-62.8053,-2.08443,0.293000,95.4500,17.0200,98.1000,0.00000
6.00000,41.0000,-2.62309,1.74781,-63.2367,-1.99626,0.449000,95.4500,17.0200,98.1000,0.00000
6.00000,42.0000,-2.72989,1.51698,-63.1017,-1.74975,0.311000,95.4500,17.0200,98.0000,0.00000
6.00000,43.0000,-2.63724,1.75778,-63.2332,-1.89016,0.440000,95.4400,17.0200,98.0000,0.00000
6.00000,44.0000,-2.73548,1.62959,-63.1159,-2.12242,0.399000,95.4400,16.9900,97.9000,0.00000
6.00000,45.0000,-2.73718,1.54636,-62.9761,-1.88874,0.327000,95.4400,17.0000,98.0000,0.00000
6.00000,46.0000,-2.55333,1.65547,-62.9507,-1.71927,0.446000,95.4500,17.0200,98.1000,0.00000
6.00000,47.0000,-2.66670,1.68537,-62.9889,-2.14558,0.436000,95.4400,17.0000,98.0000,0.00000
6.00000,48.0000,-2.80300,1.63359,-63.1291,-2.22750,0.376000,95.4400,16.9800,97.9000,0.00000
6.00000,49.0000,-2.76304,1.65104,-63.0113,-2.04874,0.363000,95.4300,16.9700,97.9000,0.00000
6.00000,50.0000,-2.69576,1.50247,-62.9189,-2.13018,0.455000,95.4400,16.9900,98.0000,0.00000
6.00000,51.0000,-2.72462,1.61692,-62.9363,-2.35405,0.461000,95.4400,16.9600,98.0000,0.00000
6.00000,52.0000,-2.96921,1.50670,-62.3346,-2.31388,0.428000,95.4400,16.9100,97.9000,0.00000
6.00000,53.0000,-2.69204,1.51427,-61.6542,-2.30462,0.308000,95.4300,16.9200,98.1000,0.00000
6.00000,54.0000,-2.77294,1.48457,-60.4535,-2.25955,0.463000,95.4300,16.8800,98.0000,0.00000
6.00000,55.0000,-2.76139,1.44737,-59.4992,-2.41644,0.485000,95.4300,16.8600,98.1000,0.00000
6.00000,56.0000,-2.75796,1.40589,-59.5732,-2.50368,0.310000,95.4300,16.8300,98.1000,0.00000
6.00000,57.0000,-2.66196,1.30577,-60.1800,-1.96157,0.414000,95.4300,16.8400,98.2000,0.00000
6.00000,58.0000,-2.44821,1.47254,-60.8860,-1.96737,0.386000,95.4300,16.8400,98.3000,0.00000
6.00000,59.0000,-2.49907,1.51385,-61.4258,-2.09602,0.362000,95.4200,16.8400,98.3000,0.00000
7.00000,0.00000,-2.80954,1.52667,-61.6279,-2.37392,0.394000,95.4200,16.8200,98.3000,0.00000
7.00000,1.00000,-2.73732,1.41702,-60.5463,-2.06579,0.478000,95.4200,16.8100,98.3000,0.00000
7.00000,2.00000,-2.59815,1.61637,-58.3941,-2.14381,0.307000,95.4300,16.8100,98.3000,0.00000
7.00000,3.00000,-2.60621,1.51089,-54.4287,-1.99640,0.337000,95.4200,16.8000,98.2000,0.00000
7.00000,4.00000,-2.25212,1.49916,-51.4331,-1.52675,0.252000,95.4200,16.8100,98.2000,0.00000
7.00000,5.00000,-2.19133,1.66221,-50.5915,-1.59593,0.485000,95.4200,16.8000,98.1000,0.00000
7.00000,6.00000,-2.13216,1.58622,-49.1662,-1.68974,0.402000,95.4300,16.8000,98.1000,0.00000
7.00000,7.00000,-2.13957,1.47481,-47.1752,-1.57554,0.366000,95.4300,16.8100,98.1000,0.00000
7.00000,8.00000,-2.09409,1.57085,-47.6922,-1.72721,0.379000,95.4300,16.8000,98.0000,0.00000
7.00000,9.00000,-2.08249,1.52033,-51.8921,-1.54609,0.502000,95.4300,16.8300,98.1000,0.00000
7.00000,10.0000,-2.28164,1.45976,-53.5019,-1.70315,0.466000,95.4300,16.8400,97.9000,0.00000
7.00000,11.0000,-2.35062,1.59799,-57.5482,-1.61132,0.449000,95.4300,16.8500,97.9000,0.00000
7.00000,12.0000,-2.36207,1.69813,-56.9593,-1.67371,0.361000,95.4300,16.8600,97.8000,0.00000
7.00000,13.0000,-2.17056,1.76535,-41.9746,-1.49331,0.392000,95.4300,16.8800,97.8000,0.00000
7.00000,14.0000,-1.66489,1.74601,-24.8899,-1.00009,0.407000,95.4300,16.9000,97.7000,0.00000
7.00000,15.0000,-1.07452,1.69293,-14.0050,-0.979690,0.371000,95.4300,16.9200,97.6000,0.00000
7.00000,16.0000,-0.983997,1.49506,-12.5954,-0.925800,0.380000,95.4300,16.9200,97.5000,0.00000
7.00000,17.0000,-0.863804,1.22203,-10.1713,-0.682290,0.426000,95.4300,16.9200,97.5000,0.00000
7.00000,18.0000,-0.940952,1.28381,-29.7439,-0.769365,0.311000,95.4200,16.9500,97.5000,0.00000
7.00000,19.0000,-1.43536,1.49721,-33.9169,-1.10853,0.452000,95.4200,16.9700,97.5000,0.00000
7.00000,20.0000,-1.44077,1.33170,-11.4288,-0.542760,0.313000,95.4200,16.9900,97.4000,0.00000
7.00000,21.0000,-0.857871,1.53324,-6.30291,-0.374014,0.393000,95.4300,17.0300,97.3000,0.00000
7.00000,22.0000,-0.720433,1.46148,-4.33677,-0.567512,0.367000,95.4300,17.0300,97.1000,0.00000
7.00000,23.0000,-0.628158,1.20508,-4.27471,-0.550606,0.415000,95.4300,17.0100,97.1000,0.00000
7.00000,24.0000,-0.767838,0.963170,-5.44640,-0.401632,0.377000,95.4300,17.0100,97.2000,0.00000
7.00000,25.0000,-0.714610,1.29622,-8.45816,-0.190810,0.462000,95.4300,17.0800,97.3000,0.00000
7.00000,26.0000,-0.815126,1.30386,-5.38421,-0.252959,0.340000,95.4400,17.1300,97.1000,0.00000
7.00000,27.0000,-0.820191,1.52547,-3.81374,-0.124298,0.398000,95.4400,17.2000,96.7000,0.00000
7.00000,28.0000,-0.784877,1.50850,-3.89160,-0.376706,0.409000,95.4400,17.2400,96.4000,0.00000
7.00000,29.0000,-0.845406,1.32735,-3.66029,-0.618796,0.393000,95.4300,17.2300,96.4000,0.00000
7.00000,30.0000,-0.957621,1.10871,-3.12157,-0.326941,0.432000,95.4400,17.2100,96.5000,0.00000
7.00000,31.0000,-1.02364,1.11853,-3.36835,-0.229155,0.491000,95.4400,17.2600,96.4000,0.00000
7.00000,32.0000,-0.932593,1.31859,-3.64726,-0.484343,0.334000,95.4300,17.3100,96.1000,0.00000
7.00000,33.0000,-1.01190,1.26458,-4.53654,-0.636024,0.348000,95.4300,17.3100,96.1000,0.00000
7.00000,34.0000,-1.04628,1.09189,-4.82861,-0.550458,0.406000,95.4200,17.3000,96.1000,0.00000
7.00000,35.0000,-1.10200,0.980760,-4.71118,-0.766589,0.350000,95.4300,17.2800,96.2000,0.00000
7.00000,36.0000,-1.17992,0.911255,-4.96414,-0.765560,0.491000,95.4200,17.2700,96.3000,0.00000
7.00000,37.0000,-1.15305,0.862687,-4.41442,-0.713174,0.239000,95.4200,17.2500,96.3000,0.00000
7.00000,38.0000,-1.19406,1.00891,-4.47993,-0.676102,0.653000,95.4200,17.2500,96.3000,0.00000
7.00000,39.0000,-1.17620,1.05326,-5.21142,-0.705916,0.241000,95.4100,17.2700,96.2000,0.00000
7.00000,40.0000,-1.22292,0.910699,-6.20454,-0.872443,0.474000,95.4100,17.2700,96.1000,0.00000
7.00000,41.0000,-1.34891,0.934248,-5.78717,-0.846810,0.315000,95.4100,17.2500,96.1000,0.00000
7.00000,42.0000,-1.37175,0.890340,-6.64924,-0.867854,0.529000,95.4000,17.2400,96.0000,0.00000
7.00000,43.0000,-1.43620,0.925233,-7.26029,-0.885245,0.272000,95.3900,17.2700,95.8000,0.00000
7.00000,44.0000,-1.47986,0.958643,-6.66371,-0.858579,0.432000,95.3900,17.2900,95.5000,0.00000
7.00000,45.0000,-1.54724,0.968686,-6.49258,-0.899860,0.368000,95.3900,17.3000,95.3000,0.00000
7.00000,46.0000,-1.52322,0.992713,-7.48203,-0.989476,0.356000,95.3900,17.3000,95.2000,0.00000
7.00000,47.0000,-1.71923,0.957815,-13.1924,-1.12789,0.450000,95.3900,17.3000,95.2000,0.00000
7.00000,48.0000,-1.85421,0.941387,-20.7379,-1.36124,0.409000,95.3900,17.2800,95.3000,0.00000
7.00000,49.0000,-2.21071,0.848039,-26.4066,-1.56032,0.426000,95.3900,17.2400,95.5000,0.00000
