Hr,Min,SW_down_Wm-2,SW_up_Wm-2,LW_down_Wm-2,LW_up_Wm-2,PAR_umolm-2s-1,Pressure_kPa,AirT_degreesC,RH_%,AccumlatedPrecip_mm
7.00000,50.0000,-2.44836,0.974635,-30.7570,-1.57159,0.496000,95.4000,17.2300,95.3000,0.00000
7.00000,51.0000,-2.69550,1.02537,-37.6262,-1.68969,0.318000,95.4000,17.2600,94.9000,0.00000
7.00000,52.0000,-3.16662,1.28468,-52.4205,-1.93710,0.482000,95.4000,17.2900,94.5000,0.00000
7.00000,53.0000,-3.72337,1.45562,-60.3556,-1.95623,0.337000,95.4000,17.2600,94.2000,0.00000
7.00000,54.0000,-3.94792,1.62288,-62.8879,-2.31269,0.440000,95.4000,17.2700,94.0000,0.00000
7.00000,55.0000,-4.27540,1.55981,-64.5951,-2.12086,0.343000,95.4000,17.2500,93.7000,0.00000
7.00000,56.0000,-4.34327,1.71809,-65.4815,-2.34435,0.492000,95.4000,17.2900,93.5000,0.00000
7.00000,57.0000,-4.48632,1.58572,-65.7300,-2.82169,0.390000,95.3900,17.2300,93.7000,0.00000
7.00000,58.0000,-4.55062,1.45364,-65.7235,-2.92214,0.438000,95.3900,17.1200,94.0000,0.00000
7.00000,59.0000,-4.76523,1.30745,-65.4962,-3.31640,0.359000,95.3900,17.0500,94.3000,0.00000
8.00000,0.00000,-4.55259,1.38652,-65.4274,-3.12384,0.209000,95.3800,17.0200,94.2000,0.00000
8.00000,1.00000,-4.70744,1.49845,-65.4897,-3.35739,0.401000,95.3900,16.9800,94.0000,0.00000
8.00000,2.00000,-4.62400,1.31847,-65.5024,-3.30440,0.326000,95.3800,16.9500,94.2000,0.00000
8.00000,3.00000,-4.68050,1.32077,-65.1494,-3.61608,0.432000,95.3800,16.9200,94.1000,0.00000
8.00000,4.00000,-4.36791,1.45561,-65.2724,-3.66931,0.271000,95.3800,16.9700,93.7000,0.00000
8.00000,5.00000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,6.00000,-4.52090,1.37247,-65.1608,-3.97697,0.291000,95.3700,16.9200,93.6000,0.00000
8.00000,7.00000,-4.44903,1.58304,-64.9265,-2.74622,0.194000,95.3700,16.9300,93.0000,0.00000
8.00000,8.00000,-4.41923,1.59653,-64.8242,-3.15916,0.202000,95.3700,16.8200,93.1000,0.00000
8.00000,9.00000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,10.0000,-4.55424,1.62955,-64.7806,-3.51199,0.146000,95.3800,16.7400,93.5000,0.00000
8.00000,11.0000,-4.64629,1.36830,-64.4853,-3.74997,0.510000,95.3800,16.6700,93.9000,0.00000
8.00000,12.0000,-4.39738,1.11002,-63.9964,-3.91851,0.571000,95.3700,16.5800,94.1000,0.00000
8.00000,13.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,14.0000,-4.49429,1.25400,-63.4309,-3.42517,0.448000,95.3700,16.5600,94.2000,0.00000
8.00000,15.0000,-4.23688,1.38664,-63.3311,-3.16366,0.353000,95.3700,16.5800,94.1000,0.00000
8.00000,16.0000,-4.22744,1.23326,-62.9312,-3.71098,0.169000,95.3800,16.5500,94.2000,0.00000
8.00000,17.0000,-4.24425,1.23694,-62.2842,-3.44886,0.463000,95.3700,16.4900,94.4000,0.00000
8.00000,18.0000,-3.80892,1.47026,-62.3102,-3.01982,0.491000,95.3800,16.5000,94.3000,0.00000
8.00000,19.0000,-3.94790,1.55816,-62.7897,-3.41791,0.355000,95.3800,16.4700,94.3000,0.00000
8.00000,20.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,21.0000,-3.83877,1.42291,-63.0850,-3.57592,0.298000,95.3800,16.4400,94.3000,0.00000
8.00000,22.0000,-3.99052,1.48543,-63.4614,-3.62315,0.292000,95.3800,16.4100,94.4000,0.00000
8.00000,23.0000,-3.61587,1.63497,-63.8521,-3.29314,0.149000,95.3800,16.4200,94.4000,0.00000
8.00000,24.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,25.0000,-3.86524,1.61999,-63.9955,-3.71556,0.319000,95.3800,16.3700,94.6000,0.00000
8.00000,26.0000,-3.79384,1.56130,-64.0618,-3.82121,0.220000,95.3800,16.3400,94.8000,0.00000
8.00000,27.0000,-3.90079,1.49272,-64.2972,-3.54782,0.229000,95.3800,16.2700,95.0000,0.00000
8.00000,28.0000,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
8.00000,29.0000,-3.67047,1.52392,-64.6852,-3.62689,0.376000,95.3800,16.2700,95.2000,0.00000
8.00000,30.0000,-3.87716,1.61493,-64.8345,-3.84984,0.669000,95.3900,16.2400,95.1000,0.00000
8.00000,31.0000,-3.82390,1.54629,-64.8989,-3.87356,0.460000,95.3900,16.2000,95.2000,0.00000
8.00000,32.0000,-3.95663,1.42647,-64.8121,-3.89309,0.0970000,95.3800,16.1500,95.4000,0.00000
8.00000,33.0000,-3.82298,1.49231,-64.8351,-4.17541,0.489000,95.3700,16.1300,95.6000,0.00000
8.00000,34.0000,-3.85035,1.57994,-64.8703,-4.29773,0.0710000,95.3800,16.0900,95.6000,0.00000
8.00000,35.0000,-3.79563,1.41560,-64.8492,-4.32244,0.160000,95.3800,16.0700,95.8000,0.00000
8.00000,36.0000,-3.87183,1.52122,-64.8532,-4.22214,0.229000,95.3700,16.0500,95.8000,0.00000
8.00000,37.0000,-3.86047,1.38061,-64.9670,-4.37013,0.146000,95.3700,16.0100,95.8000,0.00000
8.00000,38.0000,-3.75575,1.35750,-64.9333,-4.33149,0.300000,95.3700,15.9800,96.1000,0.00000
8.00000,39.0000,-3.69076,1.44356,-64.8494,-4.40562,0.138000,95.3700,15.9600,96.2000,0.00000
8.00000,40.0000,-3.45107,1.44211,-64.8574,-4.49654,0.279000,95.3700,15.9700,96.1000,0.00000
8.00000,41.0000,-3.56425,1.82404,-64.9238,-4.60033,0.251000,95.3700,15.9600,95.9000,0.00000
8.00000,42.0000,-3.56265,1.68162,-64.9017,-4.87454,0.366000,95.3700,15.9100,95.7000,0.00000
8.00000,43.0000,-3.57831,1.57075,-64.6557,-4.34615,0.276000,95.3800,15.9100,95.6000,0.00000
8.00000,44.0000,-3.47386,1.96135,-64.6818,-4.27959,0.215000,95.3900,15.9300,95.4000,0.00000
8.00000,45.0000,-3.27243,2.02864,-64.4949,-4.57169,0.525000,95.3900,15.9100,95.4000,0.00000
8.00000,46.0000,-3.36374,2.04553,-64.2551,-4.59651,0.329000,95.3900,15.9100,95.4000,0.00000
8.00000,47.0000,-3.20108,1.91678,-64.0539,-4.33357,0.175000,95.3900,15.9200,95.4000,0.00000
8.00000,48.0000,-3.23012,1.92869,-63.9546,-4.51322,0.295000,95.3900,15.8900,95.3000,0.00000
8.00000,49.0000,-3.48947,1.85112,-63.8108,-4.67827,0.138000,95.3900,15.8400,95.6000,0.00000
8.00000,50.0000,-3.54163,1.61768,-63.8990,-4.81058,0.208000,95.3900,15.8000,95.7000,0.00000
8.00000,51.0000,-3.36799,1.80199,-63.9662,-4.82603,0.305000,95.3900,15.7900,95.9000,0.00000
8.00000,52.0000,-3.48209,1.77189,-63.9259,-5.20825,0.274000,95.3800,15.7700,95.9000,0.00000
8.00000,53.0000,-3.36066,1.76135,-63.8847,-5.33798,0.304000,95.3800,15.7400,96.1000,0.00000
8.00000,54.0000,-3.21051,1.90906,-63.7904,-5.17523,0.553000,95.3900,15.7400,96.2000,0.00000
8.00000,55.0000,-3.21696,1.98645,-63.7124,-5.35008,0.169000,95.3900,15.7400,96.2000,0.00000
8.00000,56.0000,-3.18444,1.99813,-63.7084,-5.41864,0.228000,95.3900,15.7100,96.3000,0.00000
8.00000,57.0000,-3.06399,2.17465,-63.9040,-5.41366,0.209000,95.3800,15.7000,96.5000,0.00000
8.00000,58.0000,-2.98234,2.04098,-63.9438,-5.40891,0.203000,95.3800,15.7000,96.6000,0.00000
8.00000,59.0000,-2.86739,2.09769,-64.1309,-5.29203,0.332000,95.3800,15.7000,96.5000,0.00000
9.00000,0.00000,-2.82628,2.09930,-63.9788,-5.27076,0.752000,95.3900,15.6800,96.5000,0.00000
9.00000,1.00000,-3.05957,2.09657,-63.7176,-5.45859,0.392000,95.3900,15.6600,96.5000,0.00000
9.00000,2.00000,-2.88429,1.90351,-63.7484,-5.18802,0.371000,95.4000,15.6300,96.5000,0.00000
9.00000,3.00000,-2.96719,1.90291,-63.7359,-5.11493,0.170000,95.4000,15.6200,96.6000,0.00000
9.00000,4.00000,-2.98215,1.70951,-63.7671,-4.83891,0.266000,95.4000,15.5900,96.6000,0.00000
9.00000,5.00000,-2.76607,1.67740,-63.3658,-4.72609,0.545000,95.4000,15.5900,96.7000,0.00000
9.00000,6.00000,-3.06903,1.81424,-62.4713,-4.09293,0.417000,95.4000,15.5600,96.3000,0.00000
9.00000,7.00000,-3.00605,2.44739,-62.8589,-3.58963,0.577000,95.4000,15.6000,94.9000,0.00000
9.00000,8.00000,-3.38620,2.27880,-61.7164,-3.48435,0.676000,95.4000,15.6100,94.5000,0.00000
9.00000,9.00000,-3.56195,2.25897,-60.9330,-3.13265,0.314000,95.3900,15.7500,93.9000,0.00000
9.00000,10.0000,-3.29598,2.32928,-59.8270,-3.49235,0.189000,95.3900,15.8000,93.7000,0.00000
9.00000,11.0000,-3.54529,2.21842,-57.9747,-3.92981,0.605000,95.3900,15.7200,94.1000,0.00000
9.00000,12.0000,-3.52315,1.73157,-56.1848,-4.02835,0.158000,95.3900,15.6600,94.8000,0.00000
9.00000,13.0000,-3.40264,1.74803,-55.3571,-4.17948,0.542000,95.3900,15.6300,95.1000,0.00000
9.00000,14.0000,-3.35211,1.72930,-55.1028,-4.07198,0.170000,95.3900,15.5800,95.0000,0.00000
9.00000,15.0000,-3.30101,1.63562,-55.0461,-3.94528,0.495000,95.3900,15.5400,95.2000,0.00000
9.00000,16.0000,-3.30052,1.74559,-53.9881,-3.35415,0.201000,95.3900,15.5400,95.2000,0.00000
9.00000,17.0000,-2.85314,2.17443,-52.1129,-3.39222,0.262000,95.3900,15.6100,94.7000,0.00000
9.00000,18.0000,-2.88634,2.19177,-48.4361,-3.54820,0.292000,95.3900,15.6400,94.6000,0.00000
9.00000,19.0000,-2.72149,2.06582,-43.6326,-3.49692,0.395000,95.4000,15.6200,94.5000,0.00000
9.00000,20.0000,-2.59745,1.87686,-37.8939,-3.21051,0.425000,95.4000,15.5800,94.4000,0.00000
9.00000,21.0000,-2.30807,1.81704,-32.0505,-3.16289,0.228000,95.4000,15.5700,94.2000,0.00000
9.00000,22.0000,-2.24718,1.80956,-27.4933,-2.83828,0.236000,95.4000,15.5500,94.1000,0.00000
9.00000,23.0000,-2.04629,1.77254,-24.9780,-2.83804,0.288000,95.4000,15.5600,94.0000,0.00000
9.00000,24.0000,-2.02892,1.69248,-23.9891,-2.88180,0.395000,95.4000,15.5500,94.1000,0.00000
9.00000,25.0000,-1.98148,1.54963,-23.7744,-2.80194,0.420000,95.4100,15.5300,94.2000,0.00000
9.00000,26.0000,-1.80188,1.49328,-23.7398,-2.76216,0.600000,95.4100,15.5000,94.3000,0.00000
9.00000,27.0000,-1.83890,1.64725,-24.0661,-2.76534,0.146000,95.4100,15.5200,94.4000,0.00000
9.00000,28.0000,-1.88556,1.52666,-25.0649,-3.06456,0.312000,95.4100,15.5100,94.2000,0.00000
9.00000,29.0000,-2.01937,1.52440,-26.9948,-2.96486,0.416000,95.4100,15.4800,94.4000,0.00000
9.00000,30.0000,-1.85349,1.38184,-30.4719,-2.97277,0.194000,95.4100,15.4900,94.4000,0.00000
9.00000,31.0000,-2.18681,1.55092,-34.1851,-2.70278,0.404000,95.4100,15.5000,93.7000,0.00000
9.00000,32.0000,-2.24096,1.99037,-35.1236,-2.45783,0.163000,95.4100,15.6300,92.9000,0.00000
9.00000,33.0000,-2.12942,2.03520,-32.0434,-2.52329,0.288000,95.4100,15.6900,92.5000,0.00000
9.00000,34.0000,-2.26478,1.95962,-26.8193,-2.87742,0.361000,95.4100,15.6600,92.5000,0.00000
9.00000,35.0000,-2.30074,1.94663,-23.0791,-2.54466,0.593000,95.4100,15.6100,92.6000,0.00000
9.00000,36.0000,-1.99005,1.76911,-21.5257,-2.18697,0.290000,95.4100,15.6200,92.5000,0.00000
9.00000,37.0000,-1.95857,1.94560,-20.9296,-2.37063,0.393000,95.4200,15.6600,92.4000,0.00000
9.00000,38.0000,-1.89856,1.73069,-20.7504,-2.27752,0.398000,95.4100,15.6600,92.2000,0.00000
9.00000,39.0000,-1.87059,1.84377,-20.7413,-2.29761,0.279000,95.4100,15.6900,91.6000,0.00000
9.00000,40.0000,-2.00076,1.76528,-20.6852,-2.21936,0.222000,95.4100,15.7300,90.5000,0.00000
9.00000,41.0000,-2.04478,2.00674,-21.0986,-2.49700,0.153000,95.4200,15.8100,90.3000,0.00000
9.00000,42.0000,-2.33977,1.84703,-21.0337,-2.12765,0.297000,95.4200,15.7800,89.4000,0.00000
9.00000,43.0000,-2.60282,2.36278,-21.1640,-2.25476,0.532000,95.4200,15.8300,88.0000,0.00000
9.00000,44.0000,-2.48897,2.33083,-21.4778,-2.69898,0.346000,95.4200,15.8700,88.2000,0.00000
9.00000,45.0000,-2.70277,2.41488,-21.6303,-2.69798,0.482000,95.4200,15.8800,86.8000,0.00000
9.00000,46.0000,-2.88633,2.09905,-21.6739,-2.86854,0.148000,95.4200,15.8600,87.2000,0.00000
9.00000,47.0000,-2.95685,2.08267,-21.8832,-3.02381,0.196000,95.4200,15.8200,87.9000,0.00000
9.00000,48.0000,-2.90942,1.75500,-21.7217,-2.80655,0.448000,95.4200,15.7900,87.1000,0.00000
9.00000,49.0000,-2.81411,1.83477,-21.8834,-2.81441,0.351000,95.4200,15.8100,87.1000,0.00000
9.00000,50.0000,-2.82441,1.97782,-21.9792,-2.98290,0.489000,95.4200,15.8100,86.5000,0.00000
9.00000,51.0000,-2.88720,1.81177,-22.0784,-3.15897,0.146000,95.4200,15.8200,86.1000,0.00000
9.00000,52.0000,-3.06408,1.75938,-21.9653,-3.19382,0.341000,95.4200,15.7600,85.6000,0.00000
9.00000,53.0000,-3.14363,2.13076,-22.2273,-3.17971,0.430000,95.4200,15.8500,84.5000,0.00000
9.00000,54.0000,-3.19647,1.90967,-22.0972,-3.48834,0.427000,95.4200,15.8200,84.5000,0.00000
9.00000,55.0000,-3.21223,2.01389,-22.2095,-3.44562,0.628000,95.4200,15.8600,83.1000,0.00000
9.00000,56.0000,-3.19958,2.06864,-22.4587,-3.88200,0.472000,95.4200,15.8700,83.6000,0.00000
9.00000,57.0000,-3.31904,1.78653,-22.4201,-3.92580,0.570000,95.4200,15.7700,84.2000,0.00000
9.00000,58.0000,-3.20822,1.65658,-22.5422,-3.89818,0.549000,95.4200,15.7000,84.2000,0.00000
9.00000,59.0000,-3.12444,1.60056,-22.6114,-3.88979,0.278000,95.4200,15.6600,84.1000,0.00000
10.0000,0.00000,-3.00511,1.49837,-22.6581,-3.96527,0.302000,95.4300,15.6500,84.2000,0.00000
10.0000,1.00000,-2.91634,1.55334,-22.8590,-3.39360,0.326000,95.4200,15.7100,83.0000,0.00000
10.0000,2.00000,-2.54838,1.83004,-23.2476,-4.04831,0.430000,95.4300,15.7600,83.5000,0.00000
10.0000,3.00000,-2.65583,1.39132,-23.4395,-4.21589,0.373000,95.4300,15.6300,84.6000,0.00000
10.0000,4.00000,-2.68728,1.29602,-23.4824,-4.07543,0.896000,95.4300,15.4800,85.1000,0.00000
10.0000,5.00000,-2.29637,1.20778,-23.4699,-3.63098,0.985000,95.4300,15.4800,84.6000,0.00000
10.0000,6.00000,-1.96577,1.47230,-23.8706,-3.65166,1.05200,95.4300,15.5300,84.3000,0.00000
10.0000,7.00000,-1.90969,1.67523,-24.3722,-3.64885,0.861000,95.4400,15.5500,84.3000,0.00000
10.0000,8.00000,-1.66366,1.65721,-25.6495,-3.67133,1.10800,95.4400,15.5500,84.3000,0.00000
10.0000,9.00000,-1.63232,1.65346,-27.1049,-3.96130,1.07300,95.4400,15.5000,84.5000,0.00000
10.0000,10.0000,-1.37702,1.59764,-28.7947,-3.94980,1.62600,95.4300,15.4600,84.7000,0.00000
10.0000,11.0000,-1.11382,1.06542,-31.2008,-3.99263,1.51100,95.4300,15.4300,84.8000,0.00000
10.0000,12.0000,-0.926604,1.44745,-33.9738,-3.73049,1.87200,95.4400,15.4800,84.4000,0.00000
10.0000,13.0000,-0.716654,1.61616,-35.9917,-3.66722,2.53600,95.4400,15.5000,84.1000,0.00000
10.0000,14.0000,-0.201363,1.78003,-35.5477,-3.76572,2.78700,95.4400,15.5300,84.1000,0.00000
10.0000,15.0000,-0.161533,1.67585,-31.3130,-4.12390,3.16800,95.4400,15.4800,84.7000,0.00000
10.0000,16.0000,-0.175305,1.41390,-26.6542,-3.91345,3.31600,95.4400,15.3700,85.1000,0.00000
10.0000,17.0000,0.608211,1.40816,-23.5394,-3.66815,4.14000,95.4400,15.3600,85.2000,0.00000
10.0000,18.0000,0.817691,1.35685,-24.2642,-3.56765,4.70600,95.4500,15.3300,85.2000,0.00000
10.0000,19.0000,1.36515,1.50312,-20.7608,-3.48599,5.17500,95.4400,15.3500,85.3000,0.00000
10.0000,20.0000,1.71721,1.52404,-21.0853,-3.69496,5.71600,95.4500,15.2700,85.7000,0.00000
10.0000,21.0000,2.17831,1.46423,-22.0000,-3.50918,6.28200,95.4400,15.2200,86.0000,0.00000
10.0000,22.0000,2.65512,1.66652,-33.1825,-3.88583,7.36100,95.4500,15.2000,86.3000,0.00000
10.0000,23.0000,2.75043,1.50212,-48.9003,-4.18321,9.38000,95.4500,15.1300,86.5000,0.00000
10.0000,24.0000,2.72513,1.79332,-58.2261,-4.26256,10.5100,95.4500,15.1200,86.6000,0.00000
10.0000,25.0000,2.85549,1.96196,-61.3497,-4.36651,11.8800,95.4500,15.1100,86.7000,0.00000
10.0000,26.0000,3.19529,1.95513,-63.0391,-4.18400,13.1700,95.4500,15.0800,86.2000,0.00000
10.0000,27.0000,3.94884,2.29202,-65.4116,-3.75517,14.0800,95.4500,15.1600,85.4000,0.00000
10.0000,28.0000,4.39091,2.60924,-67.7695,-4.12012,14.9200,95.4500,15.1700,85.3000,0.00000
10.0000,29.0000,4.51403,2.64419,-69.4826,-4.25476,15.6500,95.4500,15.1200,85.1000,0.00000
10.0000,30.0000,4.91126,2.52882,-70.2239,-5.03205,16.8500,95.4600,15.0100,85.6000,0.00000
10.0000,31.0000,5.21690,2.41049,-69.9627,-4.37751,18.4000,95.4600,14.9600,85.7000,0.00000
10.0000,32.0000,5.79481,2.55702,-69.7887,-4.73827,20.2400,95.4500,14.9400,86.0000,0.00000
10.0000,33.0000,6.68231,2.67075,-70.1753,-4.60456,21.8300,95.4700,14.9000,86.0000,0.00000
10.0000,34.0000,6.95917,2.62249,-70.5824,-4.79058,22.1700,95.4700,14.8000,86.2000,0.00000
10.0000,35.0000,7.30880,2.63789,-70.9082,-4.78235,23.1500,95.4700,14.7600,86.3000,0.00000
10.0000,36.0000,7.55573,2.77088,-70.5294,-4.96961,24.8300,95.4800,14.6800,86.4000,0.00000
10.0000,37.0000,8.39753,2.95809,-69.4233,-4.34740,25.8600,95.4800,14.6300,86.1000,0.00000
10.0000,38.0000,9.77769,3.20213,-68.8081,-3.92145,27.2600,95.4800,14.7100,85.6000,0.00000
10.0000,39.0000,10.5562,3.56115,-66.9818,-4.21446,28.7800,95.4800,14.7000,85.6000,0.00000
10.0000,40.0000,11.4324,3.39721,-65.4263,-4.38296,30.2500,95.4800,14.6400,86.0000,0.00000
10.0000,41.0000,11.8622,3.48516,-66.7338,-4.59627,31.6600,95.4900,14.5400,86.5000,0.00000
10.0000,42.0000,11.9220,3.33980,-69.0289,-4.18353,32.9800,95.4900,14.4400,86.8000,0.00000
10.0000,43.0000,12.6631,3.51188,-69.8491,-4.25511,35.1200,95.4900,14.4200,87.0000,0.00000
10.0000,44.0000,14.7119,3.83349,-65.6587,-4.75127,37.6500,95.5000,14.3400,87.5000,0.00000
10.0000,45.0000,17.8551,4.40620,-59.5127,-4.27932,40.2900,95.5000,14.2700,87.7000,0.00000
10.0000,46.0000,21.4987,5.22085,-51.5561,-3.81090,42.5600,95.5000,14.2800,87.8000,0.00000
10.0000,47.0000,22.5518,5.49044,-44.5934,-3.67928,44.0800,95.5000,14.2700,87.9000,0.00000
10.0000,48.0000,23.4421,5.48265,-48.4534,-3.27403,45.2200,95.5000,14.2800,87.8000,0.00000
10.0000,49.0000,26.9513,6.46260,-42.2381,-3.27572,48.8100,95.5100,14.3000,87.9000,0.00000
10.0000,50.0000,28.2723,6.44436,-39.8835,-3.31789,51.0300,95.5100,14.2700,88.2000,0.00000
10.0000,51.0000,29.5707,6.52191,-40.7067,-3.29473,52.9000,95.5200,14.2100,88.6000,0.00000
10.0000,52.0000,30.3135,6.53378,-46.2377,-3.05266,55.7600,95.5100,14.1800,88.6000,0.00000
10.0000,53.0000,31.1542,6.78663,-50.2993,-2.92112,58.2700,95.5100,14.2000,88.3000,0.00000
10.0000,54.0000,31.7792,6.95854,-51.8095,-3.29800,60.0700,95.5200,14.1700,88.6000,0.00000
10.0000,55.0000,33.2149,7.16206,-48.2374,-2.96102,62.6600,95.5200,14.1200,88.6000,0.00000
10.0000,56.0000,34.5549,7.58545,-48.2562,-3.11058,64.4300,95.5300,14.1300,88.4000,0.00000
10.0000,57.0000,36.2322,7.57790,-48.1224,-2.94571,67.4700,95.5200,14.0900,87.8000,0.00000
10.0000,58.0000,40.1124,8.34546,-46.2313,-2.75831,73.2200,95.5100,14.0800,87.5000,0.00000
10.0000,59.0000,43.4627,8.78699,-48.5299,-2.95980,77.6100,95.5200,14.1100,87.7000,0.00000
11.0000,0.00000,44.4905,8.93848,-48.8816,-2.94608,81.3000,95.5200,14.0800,87.5000,0.00000
11.0000,1.00000,48.7479,9.86145,-49.9452,-3.22649,86.5000,95.5300,14.0400,87.7000,0.00000
11.0000,2.00000,53.5265,11.1090,-44.5084,-2.87847,92.7000,95.5300,14.0100,87.5000,0.00000
11.0000,3.00000,71.2395,13.1910,-45.8818,-2.90133,107.500,95.5300,14.0200,87.6000,0.00000
11.0000,4.00000,84.8569,15.6223,-40.1986,-2.86981,118.800,95.5300,14.0200,87.5000,0.00000
11.0000,5.00000,90.4025,16.3197,-40.7106,-2.95808,124.500,95.5400,14.0500,87.9000,0.00000
11.0000,6.00000,91.4422,16.4821,-46.9006,-2.91418,126.700,95.5400,14.0400,87.6000,0.00000
11.0000,7.00000,86.8494,15.6260,-49.4770,-3.24588,121.900,95.5400,14.0500,87.9000,0.00000
11.0000,8.00000,86.4892,15.6290,-43.3072,-3.08466,125.800,95.5400,14.0300,87.7000,0.00000
11.0000,9.00000,84.2548,14.8967,-39.1088,-3.08336,123.300,95.5300,14.0500,88.0000,0.00000
11.0000,10.0000,97.9395,17.5687,-37.8385,-2.98468,136.900,95.5400,14.0800,88.2000,0.00000
11.0000,11.0000,97.4491,17.3838,-41.1438,-2.85378,137.800,95.5400,14.0700,88.0000,0.00000
11.0000,12.0000,83.2938,15.2560,-39.4607,-2.90547,127.600,95.5400,14.1100,88.3000,0.00000
11.0000,13.0000,64.0713,11.4723,-37.0525,-2.81326,110.700,95.5400,14.0900,88.5000,0.00000
11.0000,14.0000,53.8455,9.33986,-47.6783,-3.03585,101.200,95.5500,14.0800,88.3000,0.00000
11.0000,15.0000,88.0350,15.1060,-48.9973,-3.01154,143.700,95.5500,14.0100,88.5000,0.00000
11.0000,16.0000,78.5916,13.4633,-46.3061,-2.85466,134.900,95.5500,14.0200,88.4000,0.00000
11.0000,17.0000,110.623,18.7799,-49.6757,-2.89680,175.300,95.5500,14.0200,88.5000,0.00000
11.0000,18.0000,116.091,20.2553,-65.7555,-3.05621,181.500,95.5500,14.0500,87.5000,0.00000
11.0000,19.0000,114.827,19.4816,-75.4757,-3.61911,183.300,95.5500,14.0500,86.7000,0.00000
11.0000,20.0000,106.601,17.6633,-77.7394,-3.87099,181.500,95.5500,14.0300,86.9000,0.00000
11.0000,21.0000,112.564,19.1265,-78.3141,-4.08009,189.200,95.5600,14.0100,87.7000,0.00000
11.0000,22.0000,109.870,18.1408,-79.6305,-4.13218,188.900,95.5600,13.9800,88.1000,0.00000
11.0000,23.0000,115.702,19.2018,-79.8982,-4.17595,196.700,95.5500,13.9900,87.8000,0.00000
11.0000,24.0000,105.774,16.6132,-80.6717,-4.16735,187.900,95.5500,13.9900,87.6000,0.00000
11.0000,25.0000,115.376,19.1826,-81.9017,-4.24353,201.200,95.5500,13.9500,87.3000,0.00000
11.0000,26.0000,123.123,19.8543,-82.4209,-4.29889,217.200,95.5500,13.9200,87.1000,0.00000
11.0000,27.0000,130.405,21.2142,-82.6043,-4.26287,226.200,95.5500,13.8900,87.2000,0.00000
11.0000,28.0000,134.197,22.2409,-82.5125,-4.18358,232.200,95.5500,13.9100,87.0000,0.00000
11.0000,29.0000,134.201,22.4105,-82.3092,-4.05302,233.300,95.5500,13.8700,86.3000,0.00000
11.0000,30.0000,139.441,23.0349,-81.9859,-4.25907,242.400,95.5500,13.8300,86.7000,0.00000
11.0000,31.0000,100.782,16.3783,-81.4192,-4.22306,194.500,95.5600,13.7900,86.5000,0.00000
11.0000,32.0000,77.8448,13.3863,-80.6496,-4.37831,165.800,95.5600,13.7500,86.8000,0.00000
11.0000,33.0000,85.5730,12.5232,-79.7878,-4.30217,179.300,95.5600,13.6900,86.9000,0.00000
11.0000,34.0000,72.7397,11.0793,-78.4381,-4.26677,159.700,95.5600,13.6600,87.0000,0.00000
11.0000,35.0000,74.3406,11.3685,-77.5318,-4.17026,162.200,95.5500,13.6100,87.2000,0.00000
11.0000,36.0000,75.1324,11.8694,-73.8805,-3.69466,162.100,95.5600,13.5700,87.0000,0.00000
11.0000,37.0000,75.5235,12.0679,-70.6314,-3.52893,161.500,95.5600,13.5400,87.3000,0.00000
11.0000,38.0000,78.2987,12.4702,-72.3024,-3.61185,167.400,95.5700,13.5000,87.7000,0.00000
11.0000,39.0000,86.2312,14.3825,-73.1369,-3.48903,182.200,95.5700,13.4600,87.7000,0.00000
11.0000,40.0000,77.5599,12.9656,-71.8323,-3.04902,162.300,95.5600,13.4900,87.5000,0.00000
11.0000,41.0000,132.524,22.9757,-71.0366,-3.21193,251.500,95.5700,13.4800,87.7000,0.00000
11.0000,42.0000,132.536,23.3623,-65.6094,-2.71895,240.800,95.5700,13.4800,88.2000,0.00000
11.0000,43.0000,134.593,22.6383,-59.0422,-2.50001,257.100,95.5800,13.5000,88.2000,0.00000
11.0000,44.0000,106.314,17.8061,-59.4978,-2.41253,208.800,95.5700,13.5000,87.8000,0.00000
11.0000,45.0000,127.061,21.5995,-57.1942,-2.31425,243.900,95.5700,13.4800,87.7000,0.00000
11.0000,46.0000,160.025,27.9918,-55.1341,-2.04825,286.300,95.5700,13.5500,87.0000,0.00000
11.0000,47.0000,126.347,20.8319,-64.2444,-2.45647,244.300,95.5700,13.5700,87.4000,0.00000
11.0000,48.0000,132.825,21.6635,-73.6630,-2.71964,259.200,95.5600,13.5300,88.0000,0.00000
11.0000,49.0000,203.777,35.4581,-76.4841,-2.19530,359.300,95.5700,13.6200,87.6000,0.00000
11.0000,50.0000,185.090,31.5868,-75.7187,-2.33367,343.900,95.5700,13.6600,87.0000,0.00000
